SIGNAL2,B,C
541.4,0.01095,2982
541.6,0.01093,3022
541.8,0.01081,3154
542,0.0107,3018
542.2,0.01103,3004
542.4,0.01075,3168
542.6,0.01097,2976
542.8,0.01072,2996
543,0.01068,3050
543.2,0.01089,2930
543.4,0.01104,3054
543.6,0.0111,3000
543.8,0.0108,2936
544,0.01087,2950
544.2,0.01085,2954
544.4,0.0109,2994
544.6,0.0109,2854
544.8,0.01087,2934
545,0.01091,3030
545.2,0.01102,3002
545.4,0.01096,2894
545.6,0.01086,3036
545.8,0.01085,2926
546,0.01103,3034
546.2,0.01095,2812
546.4,0.01087,2794
546.6,0.01067,2754
546.8,0.0109,2886
547,0.01099,2726
547.2,0.01101,2748
547.4,0.01108,2722
547.6,0.01095,2854
547.8,0.01096,2778
548,0.01079,2804
548.2,0.01105,2858
548.4,0.01109,2914
548.6,0.0108,2864
548.8,0.01084,2600
549,0.01091,2802
549.2,0.01099,2784
549.4,0.01093,2838
549.6,0.01096,2778
549.8,0.01094,2784
550,0.01081,2800
550.2,0.01093,2602
550.4,0.01098,2730
550.6,0.01064,2782
550.8,0.01096,2704
551,0.0109,2810
551.2,0.01105,2732
551.4,0.01089,2814
551.6,0.01086,2646
551.8,0.011,2802
552,0.0111,2710
552.2,0.01079,2604
552.4,0.01094,2730
552.6,0.0107,2764
552.8,0.01099,2738
553,0.01097,2522
553.2,0.01092,2684
553.4,0.01064,2624
553.6,0.01082,2688
553.8,0.01099,2780
554,0.01087,2570
554.2,0.01073,2702
554.4,0.01087,2660
554.6,0.01092,2660
554.8,0.01095,2780
555,0.01088,2812
555.2,0.01082,2886
555.4,0.01089,3006
555.6,0.01093,2956
555.8,0.01096,3384
556,0.0109,3754
556.2,0.01088,4136
556.4,0.01085,4816
556.6,0.011,6008
556.8,0.01081,6946
557,0.01083,8732
557.2,0.01089,1.016E4
557.4,0.01098,1.2126E4
557.6,0.01094,1.5044E4
557.8,0.01092,1.8396E4
558,0.01076,2.0936E4
558.2,0.01089,2.4798E4
558.4,0.01077,2.7954E4
558.6,0.01096,3.1988E4
558.8,0.01073,3.5546E4
559,0.01082,3.9438E4
559.2,0.01095,4.219E4
559.4,0.01091,4.6692E4
559.6,0.01077,4.945E4
559.8,0.0109,5.526E4
560,0.01096,5.8502E4
560.2,0.01101,6.0364E4
560.4,0.01075,6.3794E4
560.6,0.01097,6.6564E4
560.8,0.01094,6.9664E4
561,0.011,7.2224E4
561.2,0.01091,7.1928E4
561.4,0.01055,7.0012E4
561.6,0.011,7.2694E4
561.8,0.011,7.2402E4
562,0.01098,7.1498E4
562.2,0.01072,6.8122E4
562.4,0.01094,6.7492E4
562.6,0.01092,6.472E4
562.8,0.01101,6.2864E4
563,0.01075,5.732E4
563.2,0.01087,5.463E4
563.4,0.01088,5.0516E4
563.6,0.01096,4.6556E4
563.8,0.01094,4.2256E4
564,0.01091,3.8378E4
564.2,0.01067,3.3296E4
564.4,0.01093,3.1096E4
564.6,0.01099,2.7088E4
564.8,0.01062,2.2908E4
565,0.01096,2.0054E4
565.2,0.01096,1.7516E4
565.4,0.011,1.4968E4
565.6,0.01117,1.197E4
565.8,0.0108,9972
566,0.01095,8446
566.2,0.01078,6604
566.4,0.01087,5636
566.6,0.01094,4758
566.8,0.01071,3834
567,0.01082,3662
567.2,0.01093,3264
567.4,0.01092,2832
567.6,0.0109,2642
567.8,0.01073,2598
568,0.01079,2394
568.2,0.01092,2420
568.4,0.01093,2340
568.6,0.01094,2326
568.8,0.01083,2328
569,0.01071,2088
569.2,0.01106,2166
569.4,0.01091,2166
569.6,0.01073,2194
569.8,0.01087,2154
570,0.01091,2078
570.2,0.01093,2108
570.4,0.01111,2152
570.6,0.01099,2126
570.8,0.011,2164
571,0.01093,2060
571.2,0.01091,2044
571.4,0.01068,2024
571.6,0.01107,1972
571.8,0.0109,2086
572,0.01088,2156
572.2,0.01098,2036
572.4,0.01094,1908
572.6,0.01096,1990
572.8,0.01092,1996
573,0.01094,2082
573.2,0.01097,2026
573.4,0.01065,1902
573.6,0.01098,1954
573.8,0.01087,1978
574,0.01088,1884
574.2,0.01099,1846
574.4,0.01095,1972
574.6,0.01098,1934
574.8,0.01112,1962
575,0.01105,1932
575.2,0.01092,1956
575.4,0.01079,1868
575.6,0.0109,1884
575.8,0.01101,1918
576,0.01062,1940
576.2,0.01088,1936
576.4,0.01082,2016
576.6,0.01111,1966
576.8,0.01095,1940
577,0.0108,1882
577.2,0.01081,1886
577.4,0.01093,1850
577.6,0.01046,1798
577.8,0.01093,1924
578,0.01095,1780
578.2,0.01094,1872
578.4,0.01087,1950
578.6,0.011,1832
578.8,0.01093,1960
579,0.01069,1722
579.2,0.01104,1898
579.4,0.01058,1724
579.6,0.01097,1712
579.8,0.01108,1798
580,0.01091,1780
580.2,0.0109,1772
580.4,0.01097,1672
580.6,0.01092,1812
580.8,0.01105,1944
581,0.01063,1726
581.2,0.01107,1722
581.4,0.01066,1708
581.6,0.01083,1694
581.8,0.01096,1806
582,0.01076,1780
582.2,0.01088,1704
582.4,0.01093,1722
582.6,0.0108,1734
582.8,0.01094,1600
583,0.01096,1776
583.2,0.01096,1800
583.4,0.01087,1718
583.6,0.01094,1688
583.8,0.01096,1652
584,0.01097,1696
584.2,0.01076,1620
584.4,0.01087,1608
584.6,0.01099,1722
584.8,0.01096,1708
585,0.01101,1624
585.2,0.01076,1610
585.4,0.01088,1586
585.6,0.01096,1578
585.8,0.01083,1692
586,0.01099,1654
586.2,0.01075,1732
586.4,0.0109,1638
586.6,0.01081,1482
586.8,0.01088,1662
587,0.01086,1666
587.2,0.01084,1612
587.4,0.01097,1476
587.6,0.011,1540
587.8,0.01092,1566
588,0.0108,1568
588.2,0.01101,1678
588.4,0.01106,1478
588.6,0.01077,1512
588.8,0.01088,1568
589,0.01096,1588
589.2,0.01068,1542
589.4,0.01108,1570
589.6,0.01079,1468
589.8,0.01093,1522
590,0.01089,1462
590.2,0.01092,1666
590.4,0.01086,1422
590.6,0.01061,1462
590.8,0.01088,1464
591,0.0108,1580
591.2,0.01098,1496
591.4,0.0109,1582
591.6,0.01075,1568
591.8,0.01077,1540
592,0.01094,1578
592.2,0.01082,1420
592.4,0.01092,1450
592.6,0.01115,1486
592.8,0.01082,1390
593,0.01098,1324
593.2,0.01088,1452
593.4,0.01081,1516
593.6,0.01096,1462
593.8,0.01095,1454
594,0.01091,1366
594.2,0.01082,1506
594.4,0.01102,1352
594.6,0.01112,1408
594.8,0.01063,1320
595,0.01089,1442
595.2,0.01101,1404
595.4,0.01095,1404
595.6,0.01084,1302
595.8,0.0108,1318
596,0.01101,1464
596.2,0.01066,1394
596.4,0.01084,1322
596.6,0.01103,1336
596.8,0.0109,1304
597,0.01089,1344
597.2,0.01099,1382
597.4,0.011,1392
597.6,0.01089,1330
597.8,0.0109,1366
598,0.01076,1388
598.2,0.01085,1336
598.4,0.01073,1276
598.6,0.01095,1328
598.8,0.0109,1280
599,0.01084,1362
599.2,0.01067,1236
599.4,0.01112,1264
599.6,0.01088,1382
599.8,0.01098,1298
600,0.01085,1246
