SIGNAL2,B,C
324,0.01086,2046
324.2,0.01088,2060
324.4,0.01107,2122
324.6,0.0107,1950
324.8,0.01081,2032
325,0.01095,2084
325.2,0.01064,2138
325.4,0.01067,1970
325.6,0.01079,2084
325.8,0.01092,2126
326,0.01065,1990
326.2,0.01076,2004
326.4,0.01104,2026
326.6,0.01082,1998
326.8,0.01087,2002
327,0.01074,2030
327.2,0.01079,1978
327.4,0.01087,2070
327.6,0.01066,1938
327.8,0.01078,2046
328,0.0109,2068
328.2,0.01085,2056
328.4,0.01069,2110
328.6,0.01071,2228
328.8,0.01103,2086
329,0.01053,2152
329.2,0.01088,2100
329.4,0.01081,2008
329.6,0.01069,2068
329.8,0.01069,2120
330,0.01094,2070
330.2,0.01059,2078
330.4,0.01074,2066
330.6,0.01085,2068
330.8,0.01092,2090
331,0.01072,2176
331.2,0.01053,1838
331.4,0.01083,2032
331.6,0.01094,2140
331.8,0.01095,2140
332,0.01071,2032
332.2,0.01086,2014
332.4,0.01089,2146
332.6,0.01105,2224
332.8,0.01051,2114
333,0.01092,2236
333.2,0.01102,2006
333.4,0.01073,2168
333.6,0.01078,2060
333.8,0.01094,2074
334,0.01085,2016
334.2,0.01058,2074
334.4,0.01078,2102
334.6,0.01074,1922
334.8,0.01038,1964
335,0.01075,1990
335.2,0.01091,2118
335.4,0.0107,1926
335.6,0.01081,1956
335.8,0.01067,2138
336,0.0107,2078
336.2,0.01079,2070
336.4,0.01085,2068
336.6,0.01047,2056
336.8,0.01078,1998
337,0.01073,1992
337.2,0.0108,1986
337.4,0.01073,2070
337.6,0.01082,2024
337.8,0.01087,2062
338,0.01086,2076
338.2,0.01084,2026
338.4,0.01085,1948
338.6,0.01074,2074
338.8,0.01079,2100
339,0.01075,1994
339.2,0.01099,1992
339.4,0.01081,2054
339.6,0.01084,1828
339.8,0.01078,2116
340,0.01083,1942
340.2,0.01094,2054
340.4,0.01088,1892
340.6,0.01093,2008
340.8,0.01084,1854
341,0.01071,1866
341.2,0.01046,1898
341.4,0.01105,1948
341.6,0.01087,1876
341.8,0.01077,1960
342,0.01067,1894
342.2,0.01078,1984
342.4,0.01086,1818
342.6,0.01074,1908
342.8,0.01068,1818
343,0.01086,1926
343.2,0.01083,1904
343.4,0.01076,1926
343.6,0.01079,1872
343.8,0.01075,1858
344,0.01094,1926
344.2,0.01075,1982
344.4,0.0109,1790
344.6,0.01091,1938
344.8,0.01072,1874
345,0.01062,1856
345.2,0.01106,1806
345.4,0.01066,1760
345.6,0.01089,1954
345.8,0.0108,1882
346,0.01083,1814
346.2,0.01077,1908
346.4,0.01077,1846
346.6,0.01079,1910
346.8,0.0106,1740
347,0.01076,1894
347.2,0.0109,1834
347.4,0.01074,1852
347.6,0.01075,1912
347.8,0.01083,1732
348,0.01053,1736
348.2,0.01092,1918
348.4,0.0108,1822
348.6,0.01082,1776
348.8,0.01084,1710
349,0.01102,1700
349.2,0.01058,1748
349.4,0.01097,1874
349.6,0.01087,1844
349.8,0.01085,1812
350,0.01064,1840
350.2,0.01071,1870
350.4,0.01103,1824
350.6,0.0107,1816
350.8,0.01067,1730
351,0.01091,1752
351.2,0.01093,1850
351.4,0.01078,1804
351.6,0.01069,1812
351.8,0.01091,1708
352,0.01081,1748
352.2,0.01086,1780
352.4,0.01087,1862
352.6,0.01085,1794
352.8,0.01079,1790
353,0.01085,1820
353.2,0.01089,1698
353.4,0.01075,1652
353.6,0.01086,1806
353.8,0.01094,1716
354,0.01085,1686
354.2,0.01087,1762
354.4,0.01078,1690
354.6,0.01083,1724
354.8,0.01052,1650
355,0.01092,1586
355.2,0.01092,1828
355.4,0.01086,1688
355.6,0.01081,1736
355.8,0.01088,1668
356,0.01081,1696
356.2,0.01088,1776
356.4,0.01053,1686
356.6,0.01084,1736
356.8,0.01076,1940
357,0.01083,1706
357.2,0.01073,1872
357.4,0.01069,1786
357.6,0.01099,1710
357.8,0.01101,1786
358,0.01058,1782
358.2,0.01078,1782
358.4,0.0109,1796
358.6,0.01072,1714
358.8,0.01067,1600
359,0.01097,1778
359.2,0.01078,1868
359.4,0.01087,1784
359.6,0.01064,1760
359.8,0.01092,1752
360,0.01066,1690
360.2,0.01094,1716
360.4,0.01101,1832
360.6,0.01067,1702
360.8,0.0109,1754
361,0.01062,1702
361.2,0.01078,1630
361.4,0.01096,1766
361.6,0.01077,1786
361.8,0.01076,1722
362,0.01105,1780
362.2,0.01041,1614
362.4,0.01087,1716
362.6,0.01063,1748
362.8,0.01063,1916
363,0.01104,1818
363.2,0.01084,1858
363.4,0.01072,1746
363.6,0.01085,1790
363.8,0.01098,1770
364,0.01081,1788
364.2,0.01059,1850
364.4,0.011,1890
364.6,0.01085,1704
364.8,0.01086,1736
365,0.01091,1886
365.2,0.0108,1766
365.4,0.01082,1820
365.6,0.01082,1768
365.8,0.01081,1806
366,0.01065,1896
366.2,0.01065,1802
366.4,0.01066,1808
366.6,0.011,1786
366.8,0.01069,1756
367,0.01087,1890
367.2,0.01091,1796
367.4,0.01094,1754
367.6,0.01099,1798
367.8,0.01072,1880
368,0.01101,1910
368.2,0.01072,1892
368.4,0.01085,1892
368.6,0.01087,1902
368.8,0.0107,1910
369,0.01094,1846
369.2,0.01077,1946
369.4,0.01046,1934
369.6,0.01081,1942
369.8,0.01088,1862
370,0.01105,1900
370.2,0.01092,1888
370.4,0.01056,1924
370.6,0.01092,1966
370.8,0.01092,1818
371,0.01062,1936
371.2,0.01082,2046
371.4,0.0108,1928
371.6,0.01078,1866
371.8,0.01069,2076
372,0.01082,1960
372.2,0.01091,2054
372.4,0.01087,2080
372.6,0.01076,2030
372.8,0.01075,2116
373,0.01079,1980
373.2,0.01078,2084
373.4,0.01088,2046
373.6,0.01085,2084
373.8,0.01085,2208
374,0.01072,2112
374.2,0.01075,2084
374.4,0.01096,2196
374.6,0.01097,2146
374.8,0.01096,2126
375,0.01065,2108
375.2,0.01102,2252
375.4,0.01042,2176
375.6,0.01087,2162
375.8,0.01092,2284
376,0.01077,2212
376.2,0.01078,2110
376.4,0.01069,2206
376.6,0.0109,2246
376.8,0.01086,2248
377,0.01089,2350
377.2,0.01097,2304
377.4,0.01075,2190
377.6,0.01082,2320
377.8,0.0108,2314
378,0.01083,2400
378.2,0.01086,2448
378.4,0.01095,2328
378.6,0.01092,2192
378.8,0.0106,2318
379,0.01106,2412
379.2,0.01082,2294
379.4,0.01081,2310
379.6,0.01086,2388
379.8,0.01086,2318
380,0.01084,2330
380.2,0.01091,2436
380.4,0.01076,2434
380.6,0.01097,2468
380.8,0.01088,2446
381,0.01076,2348
381.2,0.0108,2542
381.4,0.01083,2430
381.6,0.01094,2488
381.8,0.01084,2550
382,0.01081,2422
382.2,0.01078,2684
382.4,0.01084,2404
382.6,0.01082,2564
382.8,0.01091,2592
383,0.01056,2376
383.2,0.0109,2650
383.4,0.01085,2536
383.6,0.01077,2712
383.8,0.01092,2580
384,0.01087,2730
384.2,0.01054,2596
384.4,0.01092,2856
384.6,0.01084,2742
384.8,0.01083,2762
385,0.01093,2694
385.2,0.01094,2590
385.4,0.01066,2566
385.6,0.01075,2750
385.8,0.01085,2790
386,0.01094,2824
386.2,0.0109,2756
386.4,0.01089,2900
386.6,0.01074,2670
386.8,0.01079,2810
387,0.01083,2856
387.2,0.01072,2762
387.4,0.01088,2964
387.6,0.01035,2600
387.8,0.01087,2802
388,0.01084,2964
388.2,0.01089,2694
388.4,0.01086,2958
388.6,0.01058,2908
388.8,0.01083,3012
389,0.01076,2970
389.2,0.0106,3004
389.4,0.01086,3052
389.6,0.01092,3194
389.8,0.01065,3120
390,0.01079,3096
390.2,0.01089,3172
390.4,0.01088,3164
390.6,0.01095,3126
390.8,0.01077,3138
391,0.01084,3174
391.2,0.01094,3158
391.4,0.01085,3204
391.6,0.01073,3128
391.8,0.01063,3010
392,0.01077,3266
392.2,0.01089,3118
392.4,0.01084,3232
392.6,0.01066,3068
392.8,0.01083,3184
393,0.01087,3322
393.2,0.01079,3334
393.4,0.0109,3292
393.6,0.01087,3454
393.8,0.01082,3268
394,0.01087,3460
394.2,0.0109,3500
394.4,0.01081,3490
394.6,0.01068,3362
394.8,0.01078,3530
395,0.01076,3670
395.2,0.01082,3454
395.4,0.01088,3488
395.6,0.01067,3578
395.8,0.01067,3290
396,0.0109,3566
396.2,0.01065,3336
396.4,0.01078,3642
396.6,0.01091,3636
396.8,0.01087,3722
397,0.01093,3728
397.2,0.01087,3496
397.4,0.01076,3518
397.6,0.01103,3636
397.8,0.01039,3446
398,0.01099,3666
398.2,0.01089,3764
398.4,0.01078,3662
398.6,0.01077,3792
398.8,0.01076,3876
399,0.01089,3910
399.2,0.01085,3864
399.4,0.01091,3664
399.6,0.01081,3672
399.8,0.011,3702
400,0.01111,3914
400.2,0.01074,3778
400.4,0.01086,3824
400.6,0.01094,4060
400.8,0.01091,3886
401,0.01068,3742
401.2,0.01083,3908
401.4,0.01099,3918
401.6,0.01065,3898
401.8,0.01083,3986
402,0.011,3904
402.2,0.01093,3872
402.4,0.01069,3810
402.6,0.01076,4022
402.8,0.01086,4044
403,0.01092,4172
403.2,0.01103,4284
403.4,0.01081,3862
403.6,0.01092,3964
403.8,0.0108,4028
404,0.01088,4110
404.2,0.01075,4100
404.4,0.01052,4022
404.6,0.0109,4134
404.8,0.011,4404
405,0.01082,4186
405.2,0.01075,4124
405.4,0.0109,4044
405.6,0.01091,4124
405.8,0.01071,4156
406,0.01076,4306
406.2,0.01082,4260
406.4,0.01085,4222
406.6,0.01092,4162
406.8,0.01075,4288
407,0.01083,4250
407.2,0.01097,4176
407.4,0.01091,4364
407.6,0.01086,4372
407.8,0.01073,4348
408,0.01077,4324
408.2,0.01094,4332
408.4,0.0109,4274
408.6,0.01071,4292
408.8,0.01098,4330
409,0.01081,4164
409.2,0.01088,4422
409.4,0.01084,4302
409.6,0.01049,4198
409.8,0.01106,4532
410,0.0109,4342
410.2,0.01069,4630
410.4,0.01091,4370
410.6,0.01067,4418
410.8,0.01077,4346
411,0.01086,4428
411.2,0.01047,4244
411.4,0.01078,4304
411.6,0.011,4482
411.8,0.01086,4330
412,0.01065,4532
412.2,0.01098,4366
412.4,0.01095,4558
412.6,0.01063,4426
412.8,0.01081,4546
413,0.01089,4456
413.2,0.01082,4290
413.4,0.01087,4540
413.6,0.0108,4484
413.8,0.0109,4738
414,0.01089,4648
414.2,0.01071,4584
414.4,0.0107,4516
414.6,0.01102,4458
414.8,0.01077,4572
415,0.0106,4594
415.2,0.01096,4652
415.4,0.01056,4554
415.6,0.01089,4428
415.8,0.01068,4498
416,0.01088,4654
416.2,0.01079,4630
416.4,0.01094,4788
416.6,0.01085,4690
416.8,0.01083,4716
417,0.01082,4708
417.2,0.01102,4876
417.4,0.01092,4774
417.6,0.01054,4518
417.8,0.01096,4864
418,0.01096,4746
418.2,0.0109,4738
418.4,0.0108,4776
418.6,0.01082,4810
418.8,0.01081,4718
419,0.01051,4582
419.2,0.01073,4648
419.4,0.01091,4496
419.6,0.01092,4784
419.8,0.01082,4856
420,0.01083,4974
420.2,0.01074,4688
420.4,0.01093,4672
420.6,0.0109,4882
420.8,0.01095,4878
421,0.01046,4828
421.2,0.01106,4626
421.4,0.01083,4896
421.6,0.0108,4834
421.8,0.01092,4782
422,0.01087,5092
422.2,0.01089,4762
422.4,0.01059,4844
422.6,0.01077,4728
422.8,0.01086,4872
423,0.01088,4840
423.2,0.0107,4916
423.4,0.01083,4948
423.6,0.01088,4956
423.8,0.01098,5022
424,0.01097,4882
424.2,0.01049,4896
424.4,0.01089,4894
424.6,0.01081,4888
424.8,0.01071,5052
425,0.01061,5012
425.2,0.01087,5004
425.4,0.01085,4940
425.6,0.01069,4882
425.8,0.01084,5190
426,0.01106,5054
426.2,0.01072,4976
426.4,0.01068,4890
426.6,0.01094,5188
426.8,0.01092,4964
427,0.01059,4770
427.2,0.01081,4986
427.4,0.01093,5264
427.6,0.01077,4850
427.8,0.01087,4958
428,0.01082,5114
428.2,0.01091,5084
428.4,0.01091,5046
428.6,0.01075,5152
428.8,0.01082,5200
429,0.01087,5102
429.2,0.01091,5340
429.4,0.0109,5302
429.6,0.01084,5134
429.8,0.01064,5068
430,0.01086,5152
430.2,0.01088,5096
430.4,0.01093,5066
430.6,0.01074,5048
430.8,0.01094,5294
431,0.01093,5164
431.2,0.01104,5372
431.4,0.01086,5302
431.6,0.01075,5334
431.8,0.01084,5130
432,0.01088,5224
432.2,0.01074,5212
432.4,0.01093,5328
432.6,0.01091,5168
432.8,0.01087,5100
433,0.01061,5068
433.2,0.01085,5196
433.4,0.01095,5200
433.6,0.01082,5180
433.8,0.01053,4940
434,0.01093,5158
434.2,0.01076,5282
434.4,0.01074,5106
434.6,0.01103,5420
434.8,0.01061,5112
435,0.01076,5284
435.2,0.01097,5434
435.4,0.01095,5384
435.6,0.01089,5240
435.8,0.01063,5220
436,0.01089,5386
436.2,0.01105,5294
436.4,0.01087,5286
436.6,0.01108,5466
436.8,0.01077,5144
437,0.01087,5212
437.2,0.01079,5288
437.4,0.01088,5224
437.6,0.01089,5162
437.8,0.01089,5284
438,0.01096,5222
438.2,0.0109,5346
438.4,0.01084,5356
438.6,0.01078,5292
438.8,0.01087,5162
439,0.01099,5470
439.2,0.01055,5142
439.4,0.01079,5078
439.6,0.01079,5264
439.8,0.01072,5184
440,0.01082,5234
440.2,0.01075,5066
440.4,0.01074,5178
440.6,0.01095,5204
440.8,0.01081,5226
441,0.01076,5206
441.2,0.01089,5346
441.4,0.01105,5462
441.6,0.01095,5354
441.8,0.01074,5134
442,0.01083,5210
442.2,0.01072,5292
442.4,0.0107,5202
442.6,0.01092,5222
442.8,0.01081,5038
443,0.01096,5318
443.2,0.01095,5260
443.4,0.01077,5196
443.6,0.01089,5196
443.8,0.011,5214
444,0.01078,5358
444.2,0.01085,5366
444.4,0.01101,5370
444.6,0.01096,5290
444.8,0.01094,5502
445,0.01072,5434
445.2,0.01091,5268
445.4,0.01081,5368
445.6,0.01051,5242
445.8,0.01115,5330
446,0.01086,5236
446.2,0.01094,5342
446.4,0.01087,5412
446.6,0.01097,5408
446.8,0.01049,4900
447,0.01096,5212
447.2,0.01093,5320
447.4,0.01079,5382
447.6,0.01087,5286
447.8,0.01077,5364
448,0.01105,5452
448.2,0.01089,5208
448.4,0.01086,5272
448.6,0.01093,5244
448.8,0.01095,5464
449,0.01087,5250
449.2,0.01085,5252
449.4,0.01091,5280
449.6,0.01085,5254
449.8,0.01087,5070
450,0.01053,5038
450.2,0.01098,5296
450.4,0.01093,5202
450.6,0.01077,5172
450.8,0.01086,5336
451,0.011,5402
451.2,0.01094,5386
451.4,0.01069,5284
451.6,0.01097,5376
451.8,0.0108,5250
452,0.01077,5086
452.2,0.01075,5212
452.4,0.01099,5076
452.6,0.01076,5014
452.8,0.01079,5288
453,0.01081,5284
453.2,0.01078,5232
453.4,0.01078,5158
453.6,0.01064,5270
453.8,0.01081,5320
454,0.01076,5202
454.2,0.01084,5324
454.4,0.01087,5172
454.6,0.01106,5298
454.8,0.0109,5288
455,0.01086,5316
455.2,0.01089,5384
455.4,0.0108,5220
455.6,0.01096,5222
455.8,0.01076,5330
456,0.01101,5200
456.2,0.01094,5050
456.4,0.01074,5264
456.6,0.01085,5328
456.8,0.01084,5040
457,0.01091,5246
457.2,0.01087,5056
457.4,0.01084,5246
457.6,0.01066,5286
457.8,0.01078,5248
458,0.0109,5116
458.2,0.01101,5206
458.4,0.01078,5248
458.6,0.01075,5122
458.8,0.01096,5246
459,0.01075,5330
459.2,0.0109,5188
459.4,0.0109,5218
459.6,0.01099,5142
459.8,0.01057,5130
460,0.01094,5196
460.2,0.01096,5304
460.4,0.01076,5192
460.6,0.01091,5218
460.8,0.01101,5170
461,0.0108,5148
461.2,0.01095,5038
461.4,0.01075,5068
461.6,0.01078,5146
461.8,0.01075,5190
462,0.01092,5298
462.2,0.01072,4970
462.4,0.01102,5322
462.6,0.01086,5132
462.8,0.0109,5190
463,0.01057,4946
463.2,0.01102,5562
463.4,0.0111,5306
463.6,0.01068,5040
463.8,0.01083,5042
464,0.01106,5118
464.2,0.01102,5210
464.4,0.011,5202
464.6,0.01084,5244
464.8,0.01079,4902
465,0.01093,5182
465.2,0.01106,5326
465.4,0.01078,5194
465.6,0.01086,5260
465.8,0.0108,5162
466,0.01084,5074
466.2,0.01082,5152
466.4,0.0107,5204
466.6,0.0107,5150
466.8,0.01096,5326
467,0.01105,5168
467.2,0.01083,5074
467.4,0.01098,5136
467.6,0.01082,5104
467.8,0.01067,4916
468,0.01116,5122
468.2,0.0108,5082
468.4,0.01074,5126
468.6,0.01096,5208
468.8,0.01104,5384
469,0.0108,5264
469.2,0.01088,5268
469.4,0.01099,5226
469.6,0.01092,5170
469.8,0.01077,5024
470,0.01086,5088
470.2,0.01079,5130
470.4,0.01072,5052
470.6,0.01092,5350
470.8,0.01084,4950
471,0.01076,4984
471.2,0.01103,5088
471.4,0.01075,4950
471.6,0.0108,5140
471.8,0.011,5352
472,0.01093,5188
472.2,0.01058,5014
472.4,0.01101,5328
472.6,0.01105,5124
472.8,0.01102,5240
473,0.0105,4976
473.2,0.01088,5304
473.4,0.01108,5250
473.6,0.01082,5076
473.8,0.01069,5214
474,0.01085,5132
474.2,0.01085,5268
474.4,0.01089,5278
474.6,0.01099,5396
474.8,0.01099,5266
475,0.01098,5336
475.2,0.01098,5054
475.4,0.01084,5324
475.6,0.01089,5032
475.8,0.01086,5134
476,0.01095,5166
476.2,0.01096,5112
476.4,0.01104,5198
476.6,0.01069,5082
476.8,0.01087,5218
477,0.01091,5140
477.2,0.01116,5128
477.4,0.0107,5124
477.6,0.01101,5042
477.8,0.0104,4822
478,0.01093,5052
478.2,0.01105,5314
478.4,0.01091,5042
478.6,0.01074,5280
478.8,0.01112,4906
479,0.011,5136
479.2,0.01097,5160
479.4,0.01082,5172
479.6,0.01071,5064
479.8,0.01077,4952
480,0.01069,5046
480.2,0.01093,5268
480.4,0.01087,5102
480.6,0.01102,5252
480.8,0.01098,5112
481,0.01095,4924
481.2,0.01075,5272
481.4,0.01077,5192
481.6,0.01084,5008
481.8,0.01092,4968
482,0.01089,5032
482.2,0.01083,5118
482.4,0.01081,5154
482.6,0.01091,4894
482.8,0.0105,4908
483,0.0109,4922
483.2,0.0106,4986
483.4,0.01094,4964
483.6,0.01095,5188
483.8,0.01089,5006
484,0.01092,5170
484.2,0.01089,4942
484.4,0.01058,4952
484.6,0.01088,5042
484.8,0.01102,5118
485,0.01102,5204
485.2,0.01085,5142
485.4,0.01095,5016
485.6,0.01093,4884
485.8,0.01061,4756
486,0.01078,4940
486.2,0.01081,5064
486.4,0.01114,5092
486.6,0.01098,4954
486.8,0.01095,5112
487,0.01091,5038
487.2,0.01076,4828
487.4,0.01102,4814
487.6,0.01109,5132
487.8,0.01091,5000
488,0.01082,4906
488.2,0.01093,4744
488.4,0.01062,4790
488.6,0.01094,4968
488.8,0.01081,4966
489,0.01071,4804
489.2,0.01086,4880
489.4,0.01065,4984
489.6,0.01046,4720
489.8,0.01099,4800
490,0.01088,4876
490.2,0.01104,5074
490.4,0.01087,4928
490.6,0.01093,4854
490.8,0.01098,5080
491,0.01075,4724
491.2,0.01099,4996
491.4,0.01096,4882
491.6,0.01105,4922
491.8,0.01066,4796
492,0.01092,4922
492.2,0.01095,4912
492.4,0.011,5054
492.6,0.01098,5088
492.8,0.01096,4930
493,0.01075,4854
493.2,0.01084,4696
493.4,0.01089,4798
493.6,0.01102,5012
493.8,0.01088,4838
494,0.01076,4862
494.2,0.01095,4800
494.4,0.01098,4950
494.6,0.01096,4952
494.8,0.01069,4880
495,0.011,4942
495.2,0.01097,4854
495.4,0.01111,4808
495.6,0.01078,4912
495.8,0.01065,4766
496,0.0111,4816
496.2,0.01092,4888
496.4,0.01065,4700
496.6,0.01104,4818
496.8,0.01086,4644
497,0.01091,4670
497.2,0.01108,4744
497.4,0.01076,4722
497.6,0.01104,4716
497.8,0.01082,4742
498,0.01076,4692
498.2,0.01086,4908
498.4,0.0109,4654
498.6,0.01096,4766
498.8,0.01111,4844
499,0.01107,4514
499.2,0.01092,4656
499.4,0.01092,4640
499.6,0.01069,4584
499.8,0.01101,4792
500,0.01093,4648
500.2,0.01074,4702
500.4,0.01096,4552
500.6,0.01092,4666
500.8,0.011,4650
501,0.01075,4686
501.2,0.01079,4530
501.4,0.01088,4666
501.6,0.01079,4692
501.8,0.01084,4514
502,0.01089,4738
502.2,0.01097,4542
502.4,0.01089,4610
502.6,0.01088,4548
502.8,0.01097,4408
503,0.01079,4762
503.2,0.01081,4706
503.4,0.0109,4524
503.6,0.01099,4562
503.8,0.0107,4436
504,0.0109,4500
504.2,0.01091,4622
504.4,0.01091,4420
504.6,0.01061,4334
504.8,0.01083,4416
505,0.01101,4450
505.2,0.01074,4532
505.4,0.01071,4322
505.6,0.01095,4528
505.8,0.011,4588
506,0.01096,4552
506.2,0.01085,4596
506.4,0.01085,4612
506.6,0.01078,4492
506.8,0.011,4430
507,0.01097,4552
507.2,0.01086,4470
507.4,0.01083,4374
507.6,0.01079,4344
507.8,0.0108,4314
508,0.01091,4362
508.2,0.01105,4608
508.4,0.01084,4372
508.6,0.01089,4408
508.8,0.01101,4376
509,0.01102,4352
509.2,0.01083,4530
509.4,0.01088,4226
509.6,0.01073,4536
509.8,0.011,4342
510,0.01091,4212
510.2,0.01079,4336
510.4,0.01083,4330
510.6,0.01099,4392
510.8,0.01095,4468
511,0.01081,4196
511.2,0.01085,4218
511.4,0.01087,4442
511.6,0.01093,4414
511.8,0.01093,4186
512,0.01091,4290
512.2,0.01082,4106
512.4,0.01077,4302
512.6,0.01093,4082
512.8,0.01088,4180
513,0.0109,4152
513.2,0.01078,4296
513.4,0.01094,4384
513.6,0.01104,4154
513.8,0.01051,4096
514,0.01083,4210
514.2,0.01094,4222
514.4,0.01082,4102
514.6,0.01075,4224
514.8,0.01094,4178
515,0.01099,4220
515.2,0.01086,4210
515.4,0.01061,3976
515.6,0.01104,4092
515.8,0.01095,4150
516,0.01098,4200
516.2,0.01088,4168
516.4,0.0109,3988
516.6,0.01096,4220
516.8,0.01069,4042
517,0.01091,4202
517.2,0.01095,4088
517.4,0.01091,4130
517.6,0.01096,3954
517.8,0.01101,4068
518,0.01101,4028
518.2,0.01096,4052
518.4,0.01061,3872
518.6,0.01087,3932
518.8,0.01097,3796
519,0.01106,3950
519.2,0.01087,4014
519.4,0.01081,3904
519.6,0.01087,4022
519.8,0.0108,4134
520,0.01085,3938
520.2,0.01092,3918
520.4,0.01092,3980
520.6,0.0109,3936
520.8,0.01081,3980
521,0.01069,3750
521.2,0.01089,4016
521.4,0.01088,4102
521.6,0.01087,3948
521.8,0.01091,3760
522,0.01098,3868
522.2,0.01096,3950
522.4,0.01099,3982
522.6,0.01103,3950
522.8,0.0107,3776
523,0.01096,3704
523.2,0.01097,3880
523.4,0.01104,3796
523.6,0.01072,3730
523.8,0.01092,3872
524,0.01079,3676
524.2,0.01094,3688
524.4,0.01093,3852
524.6,0.01085,3810
524.8,0.01097,3792
525,0.0109,3790
525.2,0.01093,3906
525.4,0.01098,3658
525.6,0.01073,3690
525.8,0.01099,3582
526,0.01095,3816
526.2,0.01095,3764
526.4,0.01089,3682
526.6,0.01088,3730
526.8,0.01115,3724
527,0.01086,3642
527.2,0.01073,3664
527.4,0.01098,3694
527.6,0.01077,3642
527.8,0.01099,3744
528,0.01089,3582
528.2,0.01078,3656
528.4,0.01088,3578
528.6,0.01087,3688
528.8,0.01062,3768
529,0.01093,3550
529.2,0.01101,3700
529.4,0.01096,3800
529.6,0.01081,3650
529.8,0.01091,3642
530,0.01095,3460
530.2,0.01088,3678
530.4,0.01084,3536
530.6,0.01069,3464
530.8,0.01095,3594
531,0.01103,3630
531.2,0.01089,3752
531.4,0.01089,3462
531.6,0.01096,3520
531.8,0.01089,3346
532,0.01076,3472
532.2,0.01082,3552
532.4,0.01094,3486
532.6,0.01105,3524
532.8,0.01088,3328
533,0.01062,3436
533.2,0.01085,3150
533.4,0.01095,3482
533.6,0.0109,3470
533.8,0.01079,3390
534,0.01088,3422
534.2,0.0111,3438
534.4,0.01087,3406
534.6,0.0108,3480
534.8,0.0107,3454
535,0.01111,3392
535.2,0.01096,3492
535.4,0.01066,3184
535.6,0.01121,3300
535.8,0.01082,3338
536,0.01096,3420
536.2,0.01087,3240
536.4,0.01097,3270
536.6,0.01093,3372
536.8,0.01098,3346
537,0.01078,3334
537.2,0.01107,3270
537.4,0.01077,3064
537.6,0.01089,3296
537.8,0.01079,3356
538,0.01093,3206
538.2,0.01102,3282
538.4,0.01067,2962
538.6,0.01099,3328
538.8,0.01073,3190
539,0.01079,3142
539.2,0.01074,3060
539.4,0.01075,3080
539.6,0.01098,3214
539.8,0.01104,3180
540,0.01092,3152
540.2,0.01085,3120
540.4,0.01095,3004
540.6,0.011,3204
540.8,0.01093,3170
541,0.01086,3246
541.2,0.01084,2950
