SIGNAL2,B,C
519.8,0.03521,4010
520,0.03565,3856
520.2,0.03495,4044
520.4,0.03491,4038
520.6,0.03514,3932
520.8,0.03519,4016
521,0.0354,4108
521.2,0.0349,3792
521.4,0.03513,3874
521.6,0.03473,3816
521.8,0.03515,3796
522,0.03504,3678
522.2,0.03494,3854
522.4,0.03472,3916
522.6,0.03488,3926
522.8,0.03559,3982
523,0.03418,3764
523.2,0.03478,3806
523.4,0.03559,3932
523.6,0.035,3756
523.8,0.03515,3912
524,0.03478,3772
524.2,0.03537,3642
524.4,0.03514,3824
524.6,0.03517,3746
524.8,0.03531,3756
525,0.03504,3620
525.2,0.03516,3786
525.4,0.03516,3890
525.6,0.0355,3848
525.8,0.03442,3766
526,0.03523,3710
526.2,0.03531,3724
526.4,0.0351,3750
526.6,0.03528,3618
526.8,0.03482,3758
527,0.03516,3628
527.2,0.03499,3792
527.4,0.03483,3570
527.6,0.03515,3644
527.8,0.03486,3664
528,0.03464,3554
528.2,0.03426,3586
528.4,0.03568,3700
528.6,0.03492,3534
528.8,0.03477,3666
529,0.03474,3610
529.2,0.03561,3702
529.4,0.0352,3576
529.6,0.03519,3532
529.8,0.03498,3650
530,0.03524,3376
530.2,0.0355,3608
530.4,0.03529,3524
530.6,0.03557,3516
530.8,0.03489,3580
531,0.03509,3392
531.2,0.03499,3516
531.4,0.03496,3660
531.6,0.03551,3474
531.8,0.035,3450
532,0.03456,3368
532.2,0.03477,3552
532.4,0.03489,3520
532.6,0.03506,3314
532.8,0.03545,3422
533,0.03544,3570
533.2,0.03545,3530
533.4,0.03513,3332
533.6,0.03502,3364
533.8,0.03533,3228
534,0.03464,3380
534.2,0.03513,3436
534.4,0.03506,3310
534.6,0.0351,3562
534.8,0.03511,3454
535,0.0352,3480
535.2,0.03532,3352
535.4,0.03516,3384
535.6,0.03521,3416
535.8,0.0349,3352
536,0.03487,3158
536.2,0.0352,3458
536.4,0.03477,3272
536.6,0.03515,3210
536.8,0.03474,3382
537,0.03498,3166
537.2,0.0355,3148
537.4,0.03516,3498
537.6,0.03487,3170
537.8,0.03463,3184
538,0.03513,3104
538.2,0.03564,3064
538.4,0.03463,3198
538.6,0.03513,3194
538.8,0.03515,3100
539,0.03507,3110
539.2,0.03473,3174
539.4,0.03519,3114
539.6,0.03505,3156
539.8,0.03555,3158
540,0.03545,3076
540.2,0.03488,3018
540.4,0.03501,3124
540.6,0.03522,3206
540.8,0.03553,3170
541,0.03525,3272
541.2,0.03531,3062
541.4,0.03537,2992
541.6,0.03484,3044
541.8,0.03554,2996
542,0.0353,3070
542.2,0.0352,3074
542.4,0.03538,2986
542.6,0.03515,2998
542.8,0.03492,2984
543,0.03492,3056
543.2,0.03517,2950
543.4,0.03538,3150
543.6,0.03516,3080
543.8,0.03498,3028
544,0.03426,2920
544.2,0.03499,3028
544.4,0.03481,2952
544.6,0.03545,2972
544.8,0.03591,2878
545,0.03449,3042
545.2,0.03475,3128
545.4,0.03571,2910
545.6,0.03506,3100
545.8,0.03486,3008
546,0.0351,2968
546.2,0.03543,2918
546.4,0.03515,2908
546.6,0.03467,2756
546.8,0.03461,2902
547,0.03508,2756
547.2,0.03491,2802
547.4,0.0355,2816
547.6,0.0352,2832
547.8,0.03505,2758
548,0.03468,2798
548.2,0.03478,2678
548.4,0.03578,2864
548.6,0.03555,2800
548.8,0.03546,2712
549,0.03495,2772
549.2,0.03507,2832
549.4,0.03488,2794
549.6,0.03504,2740
549.8,0.03553,2798
550,0.03572,2792
550.2,0.03519,2626
550.4,0.03562,2754
550.6,0.03534,2768
550.8,0.03486,2750
551,0.03497,2722
551.2,0.03524,2804
551.4,0.03504,2754
551.6,0.0351,2718
551.8,0.03464,2540
552,0.03532,2674
552.2,0.03489,2706
552.4,0.03492,2582
552.6,0.03568,2604
552.8,0.03509,2598
553,0.03441,2668
553.2,0.035,2622
553.4,0.03556,2712
553.6,0.03543,2620
553.8,0.03545,2504
554,0.03515,2564
554.2,0.03443,2478
554.4,0.03521,2562
554.6,0.03479,2466
554.8,0.03479,2556
555,0.03522,2678
555.2,0.03518,2544
555.4,0.03503,2478
555.6,0.03465,2576
555.8,0.03552,2558
556,0.03555,2466
556.2,0.03426,2344
556.4,0.03502,2526
556.6,0.03573,2564
556.8,0.0353,2516
557,0.03475,2534
557.2,0.03481,2432
557.4,0.0353,2424
557.6,0.03513,2400
557.8,0.03443,2400
558,0.03446,2468
558.2,0.03546,2388
558.4,0.03529,2388
558.6,0.03461,2342
558.8,0.03501,2394
559,0.0353,2482
559.2,0.03541,2482
559.4,0.03535,2404
559.6,0.03561,2514
559.8,0.03542,2312
560,0.03531,2434
560.2,0.03477,2466
560.4,0.03496,2354
560.6,0.03497,2278
560.8,0.03443,2168
561,0.03464,2452
561.2,0.03519,2200
561.4,0.0353,2278
561.6,0.03488,2172
561.8,0.03504,2350
562,0.03577,2356
562.2,0.03442,2272
562.4,0.03483,2190
562.6,0.035,2218
562.8,0.03538,2300
563,0.03475,2220
563.2,0.0345,2236
563.4,0.03412,2158
563.6,0.03536,2226
563.8,0.03535,2362
564,0.03533,2360
564.2,0.03495,2272
564.4,0.03484,2278
564.6,0.0354,2026
564.8,0.03506,2198
565,0.03546,2214
565.2,0.03559,2202
565.4,0.03579,2228
565.6,0.03561,2136
565.8,0.03556,2156
566,0.03542,2290
566.2,0.03488,2292
566.4,0.03524,2244
566.6,0.03546,2148
566.8,0.03542,2276
567,0.03534,2140
567.2,0.03527,2082
567.4,0.03589,2152
567.6,0.03492,2086
567.8,0.03468,2118
568,0.03518,2202
568.2,0.03506,2102
568.4,0.03531,2082
568.6,0.03464,2020
568.8,0.03522,2040
569,0.03562,2104
569.2,0.03526,2066
569.4,0.03449,1994
569.6,0.03493,2016
569.8,0.03569,1934
570,0.03554,2108
570.2,0.03513,1956
570.4,0.0347,2080
570.6,0.03501,2014
570.8,0.0353,2030
571,0.03534,2118
571.2,0.03559,2174
571.4,0.03465,1910
571.6,0.03489,1938
571.8,0.03531,1910
572,0.03569,2030
572.2,0.03476,1902
572.4,0.03537,1924
572.6,0.03483,1880
572.8,0.03478,1892
573,0.03522,1938
573.2,0.03486,1892
573.4,0.03518,2002
573.6,0.03526,1974
573.8,0.03517,1844
574,0.03516,1874
574.2,0.0352,1966
574.4,0.03494,1836
574.6,0.0353,2000
574.8,0.03542,1834
575,0.03476,1762
575.2,0.03539,1860
575.4,0.03536,1838
575.6,0.03517,1856
575.8,0.03509,1802
576,0.03506,1880
576.2,0.03496,1950
576.4,0.03494,1808
576.6,0.03462,1798
576.8,0.03523,1732
577,0.03536,1810
577.2,0.03502,1790
577.4,0.03516,1886
577.6,0.03502,1926
577.8,0.03513,1818
578,0.03514,1774
578.2,0.03453,1762
578.4,0.03531,1892
578.6,0.03549,1798
578.8,0.03466,1750
579,0.03495,1878
579.2,0.03548,1828
579.4,0.0352,1808
579.6,0.03535,1748
579.8,0.03515,1646
580,0.03539,1758
580.2,0.03472,1736
580.4,0.03495,1778
580.6,0.03501,1658
580.8,0.03517,1804
581,0.03527,1746
581.2,0.03541,1722
581.4,0.03513,1662
581.6,0.03478,1578
581.8,0.0352,1672
582,0.03484,1752
582.2,0.03517,1578
582.4,0.0349,1702
582.6,0.0349,1682
582.8,0.0347,1616
583,0.03514,1586
583.2,0.03497,1586
583.4,0.03487,1754
583.6,0.03532,1592
583.8,0.03462,1662
584,0.03525,1720
584.2,0.03571,1638
584.4,0.03555,1634
584.6,0.03541,1526
584.8,0.03498,1630
585,0.03521,1646
585.2,0.03526,1696
585.4,0.03514,1604
585.6,0.03525,1640
585.8,0.03563,1616
586,0.03482,1682
586.2,0.03486,1608
586.4,0.03514,1572
586.6,0.03529,1542
586.8,0.03483,1672
587,0.03532,1610
587.2,0.03586,1546
587.4,0.0351,1484
587.6,0.03513,1492
587.8,0.03556,1554
588,0.03536,1562
588.2,0.03493,1574
588.4,0.03501,1576
588.6,0.03528,1576
588.8,0.03535,1514
589,0.03481,1416
589.2,0.0344,1432
589.4,0.03512,1488
589.6,0.03513,1444
589.8,0.03521,1536
590,0.03535,1534
590.2,0.03521,1412
590.4,0.03515,1492
590.6,0.03525,1484
590.8,0.03515,1514
591,0.03516,1416
591.2,0.03539,1528
591.4,0.03462,1306
591.6,0.03466,1478
591.8,0.03507,1466
592,0.0353,1400
592.2,0.03478,1394
592.4,0.03446,1338
592.6,0.03537,1330
592.8,0.03538,1392
593,0.03508,1386
593.2,0.0346,1408
593.4,0.0349,1344
593.6,0.03556,1364
593.8,0.03541,1354
594,0.03545,1366
594.2,0.03509,1310
594.4,0.0352,1336
594.6,0.03567,1348
594.8,0.03544,1416
595,0.03575,1400
595.2,0.03555,1354
595.4,0.03541,1482
595.6,0.03488,1348
595.8,0.03491,1260
596,0.03516,1310
596.2,0.03436,1400
596.4,0.0352,1250
596.6,0.03572,1300
596.8,0.03531,1310
597,0.03424,1268
597.2,0.03533,1316
597.4,0.03567,1346
597.6,0.03527,1270
597.8,0.03511,1330
598,0.03456,1244
598.2,0.03472,1358
598.4,0.0356,1234
598.6,0.03411,1308
598.8,0.03496,1200
599,0.03522,1318
599.2,0.03556,1198
599.4,0.03551,1286
599.6,0.0348,1288
599.8,0.03472,1258
600,0.03474,1192
