SIGNAL2,B,C
526.6,0.01203,2472
526.8,0.01203,2606
527,0.01204,2634
527.2,0.01205,2598
527.4,0.01202,2474
527.6,0.01204,2498
527.8,0.01203,2556
528,0.01204,2434
528.2,0.01205,2470
528.4,0.01206,2468
528.6,0.01206,2418
528.8,0.01205,2504
529,0.01202,2280
529.2,0.01203,2510
529.4,0.01205,2428
529.6,0.01207,2466
529.8,0.01206,2498
530,0.01204,2530
530.2,0.01205,2514
530.4,0.01205,2490
530.6,0.01204,2352
530.8,0.01205,2460
531,0.01206,2412
531.2,0.01204,2432
531.4,0.01202,2284
531.6,0.01202,2330
531.8,0.01201,2346
532,0.01201,2394
532.2,0.01201,2446
532.4,0.01204,2370
532.6,0.01201,2310
532.8,0.01203,2142
533,0.01204,2334
533.2,0.012,2306
533.4,0.01202,2340
533.6,0.01201,2362
533.8,0.01205,2292
534,0.01205,2314
534.2,0.01205,2314
534.4,0.01204,2286
534.6,0.01204,2228
534.8,0.01202,2180
535,0.01203,2206
535.2,0.01205,2312
535.4,0.01205,2264
535.6,0.01204,2212
535.8,0.01204,2216
536,0.01205,2198
536.2,0.01204,2326
536.4,0.01202,2090
536.6,0.01202,2202
536.8,0.01203,2174
537,0.01199,2086
537.2,0.01201,2202
537.4,0.01199,2108
537.6,0.01202,2202
537.8,0.01202,2172
538,0.01203,2210
538.2,0.01203,2078
538.4,0.01201,2202
538.6,0.01203,2096
538.8,0.01201,2224
539,0.01202,2138
539.2,0.01204,2096
539.4,0.01203,2026
539.6,0.01202,2034
539.8,0.01202,2018
540,0.01202,2040
540.2,0.01202,2088
540.4,0.01202,2044
540.6,0.01202,2038
540.8,0.01201,2154
541,0.01203,1930
541.2,0.01201,1990
541.4,0.01203,1930
541.6,0.01202,1976
541.8,0.01204,2064
542,0.01203,1896
542.2,0.01203,1900
542.4,0.01203,1936
542.6,0.01204,1962
542.8,0.01203,1810
543,0.01201,1954
543.2,0.01202,1988
543.4,0.01204,1906
543.6,0.01204,1902
543.8,0.01201,1902
544,0.01202,1820
544.2,0.01202,1910
544.4,0.01205,1850
544.6,0.01202,1782
544.8,0.01203,1948
545,0.01203,1854
545.2,0.01201,1922
545.4,0.01203,1836
545.6,0.01204,1810
545.8,0.01202,1800
546,0.01202,1854
546.2,0.01203,1952
546.4,0.01203,1790
546.6,0.01202,1860
546.8,0.01202,1960
547,0.01204,1896
547.2,0.01202,1838
547.4,0.01202,1728
547.6,0.01202,1720
547.8,0.01201,1758
548,0.01204,1774
548.2,0.01202,1892
548.4,0.01202,1792
548.6,0.01204,1728
548.8,0.01203,1786
549,0.01203,1728
549.2,0.01204,1882
549.4,0.01204,1808
549.6,0.01203,1812
549.8,0.01201,1704
550,0.01199,1682
550.2,0.01202,1736
550.4,0.01201,1654
550.6,0.01201,1650
550.8,0.01205,1750
551,0.01204,1806
551.2,0.01203,1806
551.4,0.01204,1692
551.6,0.01204,1674
551.8,0.01202,1664
552,0.012,1722
552.2,0.01201,1696
552.4,0.01203,1592
552.6,0.01203,1654
552.8,0.01203,1642
553,0.01203,1670
553.2,0.01203,1700
553.4,0.01203,1654
553.6,0.01205,1558
553.8,0.01206,1620
554,0.01203,1712
554.2,0.01204,1578
554.4,0.01204,1634
554.6,0.01204,1640
554.8,0.01201,1674
555,0.01202,1616
555.2,0.01201,1660
555.4,0.01198,1688
555.6,0.01202,1798
555.8,0.01203,1806
556,0.01204,1982
556.2,0.01203,2064
556.4,0.01202,2430
556.6,0.012,2714
556.8,0.01201,3006
557,0.01205,3702
557.2,0.01204,4588
557.4,0.012,5230
557.6,0.01201,6320
557.8,0.01201,7336
558,0.01204,8252
558.2,0.01203,9566
558.4,0.01201,1.087E4
558.6,0.01203,1.243E4
558.8,0.01202,1.3996E4
559,0.01204,1.5176E4
559.2,0.01202,1.6422E4
559.4,0.01202,1.7344E4
559.6,0.01202,1.883E4
559.8,0.01203,2.083E4
560,0.01205,2.2416E4
560.2,0.01202,2.3924E4
560.4,0.01205,2.4456E4
560.6,0.01206,2.575E4
560.8,0.01205,2.661E4
561,0.01203,2.7448E4
561.2,0.01201,2.7644E4
561.4,0.01203,2.7718E4
561.6,0.01202,2.7942E4
561.8,0.01204,2.8464E4
562,0.01204,2.7606E4
562.2,0.01206,2.7204E4
562.4,0.01203,2.6412E4
562.6,0.01204,2.5812E4
562.8,0.01205,2.434E4
563,0.01204,2.357E4
563.2,0.01203,2.1978E4
563.4,0.01204,2.07E4
563.6,0.01202,1.8954E4
563.8,0.01201,1.7576E4
564,0.012,1.596E4
564.2,0.01201,1.436E4
564.4,0.01199,1.3172E4
564.6,0.01202,1.1424E4
564.8,0.01202,9782
565,0.01202,8690
565.2,0.01202,7194
565.4,0.01204,6384
565.6,0.01205,5492
565.8,0.01203,4476
566,0.01204,3840
566.2,0.01203,3260
566.4,0.01203,2854
566.6,0.01205,2564
566.8,0.01204,2104
567,0.01203,2016
567.2,0.01202,1912
567.4,0.01202,1744
567.6,0.01203,1542
567.8,0.01203,1440
568,0.01201,1562
568.2,0.01204,1380
568.4,0.01205,1368
568.6,0.01205,1522
568.8,0.01204,1478
569,0.01206,1420
569.2,0.01203,1460
569.4,0.01203,1422
569.6,0.01204,1244
569.8,0.01204,1348
570,0.01203,1408
570.2,0.01203,1458
570.4,0.01203,1252
570.6,0.01203,1318
570.8,0.01205,1372
571,0.01203,1386
571.2,0.01203,1354
571.4,0.01203,1288
571.6,0.01204,1346
571.8,0.01202,1374
572,0.012,1330
572.2,0.01201,1296
572.4,0.01202,1344
572.6,0.01203,1372
572.8,0.01202,1362
573,0.01199,1326
573.2,0.012,1304
573.4,0.012,1208
573.6,0.01201,1242
573.8,0.012,1348
574,0.01202,1360
574.2,0.01202,1304
574.4,0.01203,1370
574.6,0.01199,1296
574.8,0.012,1198
575,0.01202,1172
575.2,0.01202,1246
575.4,0.01203,1276
575.6,0.01201,1308
575.8,0.01202,1334
576,0.012,1198
576.2,0.01203,1180
576.4,0.01201,1282
576.6,0.012,1258
576.8,0.01204,1272
577,0.01203,1276
577.2,0.01201,1172
577.4,0.01201,1102
577.6,0.01203,1282
577.8,0.01204,1316
578,0.01203,1216
578.2,0.01202,1242
578.4,0.01203,1220
578.6,0.01205,1222
578.8,0.01203,1240
579,0.01203,1186
579.2,0.01202,1208
579.4,0.01201,1160
579.6,0.01202,1158
579.8,0.01203,1106
580,0.01202,1198
580.2,0.01201,1190
580.4,0.01202,1288
580.6,0.01203,1238
580.8,0.01201,1100
581,0.01202,1190
581.2,0.01201,1146
581.4,0.01202,1234
581.6,0.01203,1188
581.8,0.01203,1208
582,0.01202,1228
582.2,0.01205,1186
582.4,0.01203,1156
582.6,0.01202,1184
582.8,0.012,1220
583,0.01202,1094
583.2,0.01201,1164
583.4,0.01198,1156
583.6,0.01201,1246
583.8,0.01204,1162
584,0.01205,1152
584.2,0.01204,1236
584.4,0.01203,1230
584.6,0.012,1196
584.8,0.01203,1084
585,0.01204,1138
585.2,0.01202,1168
585.4,0.01203,1126
585.6,0.01203,1090
585.8,0.01201,1200
586,0.01203,1194
586.2,0.01204,1126
586.4,0.01201,1118
586.6,0.01201,1130
586.8,0.012,1180
587,0.01201,1140
587.2,0.01201,1122
587.4,0.01202,1086
587.6,0.01201,1178
587.8,0.01202,1096
588,0.01202,1134
588.2,0.01201,1128
588.4,0.01201,1114
588.6,0.01203,1126
588.8,0.01204,1154
589,0.01202,1254
589.2,0.012,1130
589.4,0.012,1138
589.6,0.01203,1088
589.8,0.01202,1240
590,0.01202,1100
590.2,0.01201,1140
590.4,0.01202,1200
590.6,0.012,1020
590.8,0.01204,1122
591,0.01202,1160
591.2,0.01204,1156
591.4,0.01202,1124
591.6,0.01201,1118
591.8,0.01202,1124
592,0.01203,1088
592.2,0.01202,1110
592.4,0.01202,1118
592.6,0.01202,1046
592.8,0.01202,1056
593,0.01204,1084
593.2,0.01202,1092
593.4,0.01202,1112
593.6,0.01203,1110
593.8,0.01203,1086
594,0.01202,1090
594.2,0.01203,1098
594.4,0.01202,1020
594.6,0.01202,982
594.8,0.01201,1030
595,0.01203,1022
595.2,0.01201,1090
595.4,0.01202,1104
595.6,0.01202,1100
595.8,0.01204,1034
596,0.01204,1000
596.2,0.01203,978
596.4,0.01201,996
596.6,0.01201,1046
596.8,0.01202,1084
597,0.01202,1058
597.2,0.01201,1018
597.4,0.01198,1084
597.6,0.01201,1106
597.8,0.01202,1022
598,0.01205,1038
598.2,0.01205,1068
598.4,0.012,1054
598.6,0.012,1028
598.8,0.01205,1056
599,0.01202,1040
599.2,0.012,1062
599.4,0.01202,1052
599.6,0.01201,1072
599.8,0.01202,1072
600,0.01202,1080
600.2,0.012,1090
600.4,0.01203,1080
600.6,0.01201,992
600.8,0.01204,1050
601,0.01202,1110
601.2,0.01204,1040
601.4,0.01203,1018
601.6,0.01203,988
601.8,0.01204,986
602,0.01202,950
602.2,0.01202,984
602.4,0.01204,942
602.6,0.01202,976
602.8,0.01201,1010
603,0.01202,1016
603.2,0.01203,968
603.4,0.01203,1036
603.6,0.01202,938
603.8,0.01202,1040
604,0.012,962
604.2,0.01202,988
604.4,0.01205,916
604.6,0.01205,964
604.8,0.01202,856
605,0.01204,958
605.2,0.01204,934
605.4,0.01201,1020
605.6,0.01202,972
605.8,0.01203,940
606,0.01202,944
606.2,0.01202,980
606.4,0.01201,958
606.6,0.01202,938
606.8,0.01204,1032
607,0.01202,994
607.2,0.01202,1038
607.4,0.01201,1024
607.6,0.01203,910
607.8,0.01201,954
608,0.01202,1002
608.2,0.01201,980
608.4,0.012,906
608.6,0.012,982
608.8,0.01201,1020
609,0.01202,1014
609.2,0.01204,974
609.4,0.01203,898
609.6,0.01203,990
609.8,0.01202,998
610,0.012,980
610.2,0.012,998
610.4,0.01204,972
610.6,0.01204,1012
610.8,0.01205,1042
611,0.01204,1080
611.2,0.01199,972
611.4,0.01202,1024
611.6,0.01201,978
611.8,0.01201,902
612,0.01202,978
612.2,0.01203,994
612.4,0.01203,924
612.6,0.01204,940
612.8,0.01203,990
613,0.01204,1068
613.2,0.01201,1012
613.4,0.01201,980
613.6,0.012,1000
613.8,0.01201,966
614,0.01201,1154
614.2,0.01204,1088
614.4,0.01201,1020
614.6,0.01201,1044
614.8,0.01202,1072
615,0.01202,1072
615.2,0.012,1050
615.4,0.01202,1200
615.6,0.01201,1072
615.8,0.012,1050
616,0.01201,1220
616.2,0.01203,1124
616.4,0.01204,1128
616.6,0.01205,1246
616.8,0.01205,1126
617,0.01202,1188
617.2,0.01202,1182
617.4,0.01203,1224
617.6,0.01203,1168
617.8,0.01202,1174
618,0.01202,1190
618.2,0.01204,1216
618.4,0.01203,1308
618.6,0.01201,1238
618.8,0.01201,1310
619,0.01205,1170
619.2,0.01205,1194
619.4,0.01202,1366
619.6,0.012,1286
619.8,0.01201,1292
620,0.01205,1314
620.2,0.01205,1258
620.4,0.01204,1344
620.6,0.01206,1232
620.8,0.01204,1208
621,0.01201,1168
621.2,0.01203,1264
621.4,0.01206,1154
621.6,0.01208,1328
621.8,0.01205,1154
622,0.01204,1322
622.2,0.01203,1226
622.4,0.01207,1132
622.6,0.01204,1342
622.8,0.01205,1188
623,0.01203,1236
623.2,0.01203,1238
623.4,0.01201,1128
623.6,0.01203,1246
623.8,0.01204,1244
624,0.01202,1192
624.2,0.01201,1060
624.4,0.01203,1142
624.6,0.01201,1142
624.8,0.01205,1088
625,0.01204,1016
625.2,0.01204,1146
625.4,0.01205,1030
625.6,0.01205,1010
625.8,0.01201,1024
626,0.01204,966
626.2,0.01202,960
626.4,0.01203,946
626.6,0.01201,946
626.8,0.01204,996
627,0.01203,1016
627.2,0.01202,950
627.4,0.01204,1002
627.6,0.01199,922
627.8,0.01204,906
628,0.01202,870
628.2,0.01199,950
628.4,0.01202,848
628.6,0.01201,934
628.8,0.01203,806
629,0.01203,842
629.2,0.01204,768
629.4,0.01203,856
629.6,0.01203,876
629.8,0.01204,786
630,0.01205,848
630.2,0.01204,860
630.4,0.01205,834
630.6,0.01201,788
630.8,0.01201,776
631,0.01204,878
631.2,0.01202,794
631.4,0.01203,804
631.6,0.012,756
631.8,0.01203,848
632,0.01203,844
632.2,0.01202,828
632.4,0.01201,790
632.6,0.01203,918
632.8,0.01203,802
633,0.01205,770
633.2,0.01202,836
633.4,0.01203,838
633.6,0.01203,734
633.8,0.01201,870
634,0.01201,762
634.2,0.01202,804
634.4,0.01201,826
634.6,0.01201,848
634.8,0.01202,928
635,0.01199,832
635.2,0.012,800
635.4,0.012,758
635.6,0.01202,786
635.8,0.01203,762
636,0.012,756
636.2,0.01202,740
636.4,0.01204,802
636.6,0.01203,796
636.8,0.01201,812
637,0.01203,734
637.2,0.01201,748
637.4,0.01202,758
637.6,0.01201,728
637.8,0.012,812
638,0.01202,712
638.2,0.01203,740
638.4,0.01199,834
638.6,0.01201,816
638.8,0.01201,802
639,0.01202,820
639.2,0.01201,688
639.4,0.01204,794
639.6,0.01199,728
639.8,0.012,728
640,0.01202,740
640.2,0.01203,762
640.4,0.01201,796
640.6,0.012,760
640.8,0.01201,746
641,0.01202,836
641.2,0.01202,744
641.4,0.01204,758
641.6,0.012,740
641.8,0.01199,794
642,0.01201,810
642.2,0.01201,794
642.4,0.01202,694
642.6,0.01201,710
642.8,0.01203,750
643,0.01203,750
643.2,0.01204,724
643.4,0.012,712
643.6,0.01204,780
643.8,0.01202,794
644,0.01203,764
644.2,0.01202,728
644.4,0.01203,698
644.6,0.01204,752
644.8,0.01203,672
645,0.01202,772
645.2,0.01199,740
645.4,0.01202,734
645.6,0.01201,786
645.8,0.01201,828
646,0.01202,802
646.2,0.012,730
646.4,0.01201,684
646.6,0.01201,796
646.8,0.01202,682
647,0.01202,808
647.2,0.01202,740
647.4,0.012,670
647.6,0.01205,636
647.8,0.01204,714
648,0.01203,706
648.2,0.01202,760
648.4,0.01202,752
648.6,0.01202,746
648.8,0.01203,748
649,0.01203,696
649.2,0.01202,662
649.4,0.01201,676
649.6,0.01199,764
649.8,0.01202,752
650,0.01201,680
650.2,0.01201,662
650.4,0.01201,742
650.6,0.012,696
650.8,0.012,728
651,0.01198,652
651.2,0.01202,670
651.4,0.01202,670
651.6,0.01201,678
651.8,0.01203,698
652,0.01201,716
652.2,0.01203,746
652.4,0.01201,662
652.6,0.01202,692
652.8,0.01201,720
653,0.01203,696
653.2,0.012,698
653.4,0.012,674
653.6,0.01201,734
653.8,0.01202,654
654,0.012,704
654.2,0.01203,698
654.4,0.01203,658
654.6,0.01203,654
654.8,0.01203,770
655,0.01202,662
655.2,0.01202,764
655.4,0.01202,700
655.6,0.01204,698
655.8,0.01203,634
656,0.01204,724
656.2,0.01201,734
656.4,0.01203,708
656.6,0.01203,716
656.8,0.01203,722
657,0.01203,780
657.2,0.01199,718
657.4,0.012,702
657.6,0.01202,648
657.8,0.01199,690
658,0.01201,656
658.2,0.012,662
658.4,0.012,688
658.6,0.012,698
658.8,0.01202,664
659,0.01202,698
659.2,0.01201,650
659.4,0.01199,670
659.6,0.01202,650
659.8,0.01201,692
660,0.01202,638
660.2,0.01202,612
660.4,0.012,700
660.6,0.01201,632
660.8,0.01202,640
661,0.01201,696
661.2,0.01202,678
661.4,0.012,616
661.6,0.01202,624
661.8,0.01201,662
662,0.01202,676
662.2,0.01203,614
662.4,0.012,660
662.6,0.01202,640
662.8,0.01201,740
663,0.01201,640
663.2,0.01203,710
663.4,0.01203,626
663.6,0.01202,668
663.8,0.01199,682
664,0.01203,652
664.2,0.01204,648
664.4,0.01203,622
664.6,0.01204,660
664.8,0.01203,654
665,0.01202,692
665.2,0.012,674
665.4,0.01203,660
665.6,0.012,694
665.8,0.01199,646
666,0.01201,606
666.2,0.01204,640
666.4,0.01202,658
666.6,0.01203,652
666.8,0.01204,650
667,0.01204,636
667.2,0.01202,694
667.4,0.01202,556
667.6,0.01201,662
667.8,0.01202,706
668,0.01201,652
668.2,0.01201,620
668.4,0.01202,658
668.6,0.01201,652
668.8,0.01203,664
669,0.01202,622
669.2,0.01202,664
669.4,0.012,646
669.6,0.012,582
669.8,0.01203,604
670,0.01199,628
670.2,0.01201,602
670.4,0.01201,650
670.6,0.01199,614
670.8,0.01202,670
671,0.01202,658
671.2,0.012,634
671.4,0.01202,622
671.6,0.01203,576
671.8,0.01201,644
672,0.01202,614
672.2,0.01201,670
672.4,0.01201,670
672.6,0.01201,624
672.8,0.01202,614
673,0.01203,616
673.2,0.01202,606
673.4,0.012,634
673.6,0.01202,638
673.8,0.01202,634
674,0.01202,696
674.2,0.01201,590
674.4,0.012,674
674.6,0.01199,616
674.8,0.012,642
675,0.01202,724
675.2,0.01201,656
675.4,0.01201,602
675.6,0.01199,596
675.8,0.01201,696
676,0.01201,616
676.2,0.01202,582
676.4,0.01199,620
676.6,0.01202,536
676.8,0.01203,620
677,0.01201,600
677.2,0.01199,608
677.4,0.01203,602
677.6,0.01204,564
677.8,0.01202,592
678,0.01202,580
678.2,0.01203,638
678.4,0.01203,624
678.6,0.01202,638
678.8,0.01201,618
679,0.012,600
679.2,0.01201,640
679.4,0.01202,634
679.6,0.01203,556
679.8,0.01201,628
680,0.01201,600
680.2,0.01201,592
680.4,0.01201,638
680.6,0.01202,602
680.8,0.01202,670
681,0.01203,658
681.2,0.01203,608
681.4,0.012,636
681.6,0.01201,524
681.8,0.01201,698
682,0.01201,660
682.2,0.01201,576
682.4,0.01202,602
682.6,0.01203,556
682.8,0.012,578
683,0.01201,516
683.2,0.01202,652
683.4,0.01202,620
683.6,0.01202,564
683.8,0.01203,600
684,0.01201,626
684.2,0.01201,584
684.4,0.01203,580
684.6,0.01202,590
684.8,0.01201,614
685,0.01201,592
685.2,0.01201,604
685.4,0.01198,620
685.6,0.01201,566
685.8,0.01203,580
686,0.01205,544
686.2,0.01203,540
686.4,0.01202,586
686.6,0.01202,504
686.8,0.01202,584
687,0.01203,498
687.2,0.01202,526
687.4,0.012,574
687.6,0.01201,532
687.8,0.01202,556
688,0.01202,644
688.2,0.01204,610
688.4,0.01202,548
688.6,0.01202,504
688.8,0.01203,500
689,0.01202,560
689.2,0.01201,602
689.4,0.01202,616
689.6,0.01202,606
689.8,0.01203,558
690,0.01202,576
690.2,0.01202,582
690.4,0.01202,578
690.6,0.01203,526
690.8,0.01203,552
691,0.01201,514
691.2,0.01201,582
691.4,0.01201,570
691.6,0.012,536
691.8,0.01201,526
692,0.01202,536
692.2,0.01203,558
692.4,0.012,518
692.6,0.012,574
692.8,0.01201,614
693,0.01201,536
693.2,0.01202,558
693.4,0.01204,552
693.6,0.01204,520
693.8,0.01203,564
694,0.01203,546
694.2,0.01202,600
694.4,0.01202,564
694.6,0.01202,526
694.8,0.01201,526
695,0.01202,562
695.2,0.01202,494
695.4,0.012,498
695.6,0.01201,482
695.8,0.01199,606
696,0.01202,500
696.2,0.01203,584
696.4,0.01204,550
696.6,0.01202,574
696.8,0.01199,626
697,0.012,528
697.2,0.01202,534
697.4,0.01202,584
697.6,0.012,552
697.8,0.01201,542
698,0.01203,554
698.2,0.01203,602
698.4,0.01199,488
698.6,0.01203,636
698.8,0.01205,598
699,0.01204,512
699.2,0.01205,580
699.4,0.01201,498
699.6,0.01203,544
699.8,0.01202,626
700,0.01202,630
