SIGNAL2,B,C
500.8,0.03511,5016
501,0.03481,5246
501.2,0.03462,5080
501.4,0.03487,5312
501.6,0.03476,5126
501.8,0.03425,5004
502,0.03505,5232
502.2,0.03508,5298
502.4,0.03506,5060
502.6,0.03494,5032
502.8,0.03431,5068
503,0.03473,5224
503.2,0.03479,4962
503.4,0.03465,5000
503.6,0.03436,5106
503.8,0.0336,4792
504,0.03484,4982
504.2,0.03491,5058
504.4,0.03457,5098
504.6,0.03529,5024
504.8,0.03458,4946
505,0.03455,4878
505.2,0.0346,4968
505.4,0.03487,4936
505.6,0.03487,4806
505.8,0.03437,4792
506,0.03424,4810
506.2,0.03489,4966
506.4,0.03477,5022
506.6,0.03449,4944
506.8,0.0348,4914
507,0.03495,4772
507.2,0.0352,4904
507.4,0.03527,5054
507.6,0.03458,4990
507.8,0.03439,5008
508,0.035,5076
508.2,0.03512,5032
508.4,0.03452,4846
508.6,0.03449,4950
508.8,0.03475,4832
509,0.03499,4796
509.2,0.03478,4824
509.4,0.03468,4868
509.6,0.03421,4700
509.8,0.03455,4720
510,0.03463,4804
510.2,0.03528,4772
510.4,0.03421,4762
510.6,0.03473,4586
510.8,0.03509,4984
511,0.0341,4608
511.2,0.03449,4746
511.4,0.03506,4902
511.6,0.03522,4774
511.8,0.03423,4568
512,0.03469,4812
512.2,0.03487,4812
512.4,0.03511,4702
512.6,0.03475,4936
512.8,0.03403,4644
513,0.03522,4862
513.2,0.03513,4624
513.4,0.03427,4708
513.6,0.03474,4700
513.8,0.03481,4652
514,0.03482,4654
514.2,0.03543,4538
514.4,0.03444,4708
514.6,0.03489,4614
514.8,0.03481,4892
515,0.035,4734
515.2,0.035,4568
515.4,0.03495,4696
515.6,0.03453,4418
515.8,0.03503,4618
516,0.03505,4548
516.2,0.03537,4702
516.4,0.03478,4850
516.6,0.03468,4582
516.8,0.03479,4470
517,0.03464,4540
517.2,0.03475,4370
517.4,0.035,4542
517.6,0.03454,4706
517.8,0.03496,4556
518,0.03499,4790
518.2,0.03512,4456
518.4,0.03509,4566
518.6,0.03487,4354
518.8,0.03399,4392
519,0.03461,4256
519.2,0.03498,4266
519.4,0.03459,4326
519.6,0.03471,4604
519.8,0.03528,4600
520,0.03417,4256
520.2,0.03477,4214
520.4,0.03503,4494
520.6,0.03421,4188
520.8,0.03465,4446
521,0.03454,4316
521.2,0.03464,4314
521.4,0.03483,4464
521.6,0.0345,4444
521.8,0.03479,4516
522,0.03497,4316
522.2,0.03472,4232
522.4,0.03428,4204
522.6,0.03446,4244
522.8,0.03478,4364
523,0.03452,4244
523.2,0.03473,4460
523.4,0.03468,4218
523.6,0.03382,4082
523.8,0.03472,4206
524,0.03496,4378
524.2,0.03472,4334
524.4,0.03438,4306
524.6,0.03492,4310
524.8,0.03475,4172
525,0.03514,4120
525.2,0.03492,4258
525.4,0.03501,4282
525.6,0.03521,4216
525.8,0.03432,4162
526,0.03449,4002
526.2,0.03503,4090
526.4,0.03408,4108
526.6,0.03458,4218
526.8,0.03444,4136
527,0.03475,3930
527.2,0.03459,4078
527.4,0.03446,4008
527.6,0.03483,3992
527.8,0.03494,4132
528,0.03498,3828
528.2,0.03471,3986
528.4,0.0344,3900
528.6,0.03486,4120
528.8,0.03457,3974
529,0.03489,4040
529.2,0.03476,4048
529.4,0.03463,3932
529.6,0.03477,3820
529.8,0.03495,4034
530,0.03497,3910
530.2,0.03492,3844
530.4,0.0349,3918
530.6,0.0344,3922
530.8,0.0347,3914
531,0.0351,3928
531.2,0.03501,4098
531.4,0.03465,3880
531.6,0.03479,3930
531.8,0.035,4036
532,0.03492,3916
532.2,0.03539,4070
532.4,0.03433,3760
532.6,0.03459,3760
532.8,0.03479,3928
533,0.03475,3924
533.2,0.03452,3726
533.4,0.03481,3718
533.6,0.03467,3842
533.8,0.03496,3738
534,0.03471,3876
534.2,0.03528,3824
534.4,0.03498,3530
534.6,0.03495,3844
534.8,0.03496,3578
535,0.0343,3512
535.2,0.03437,3666
535.4,0.03467,3874
535.6,0.03483,3790
535.8,0.03505,3660
536,0.03489,3722
536.2,0.0349,3710
536.4,0.03521,3722
536.6,0.03459,3754
536.8,0.03488,3692
537,0.03472,3738
537.2,0.03503,3712
537.4,0.03501,3564
537.6,0.03479,3490
537.8,0.03437,3584
538,0.03515,3698
538.2,0.03417,3706
538.4,0.03478,3496
538.6,0.03462,3618
538.8,0.03462,3636
539,0.03493,3714
539.2,0.03506,3600
539.4,0.03479,3692
539.6,0.03447,3646
539.8,0.03482,3738
540,0.03446,3460
540.2,0.03456,3504
540.4,0.03452,3500
540.6,0.03464,3512
540.8,0.03473,3526
541,0.03461,3366
541.2,0.03486,3534
541.4,0.03463,3460
541.6,0.0346,3358
541.8,0.03448,3344
542,0.03476,3466
542.2,0.03438,3440
542.4,0.03494,3378
542.6,0.03491,3394
542.8,0.03456,3406
543,0.03457,3316
543.2,0.03511,3300
543.4,0.03528,3404
543.6,0.03464,3354
543.8,0.03447,3316
544,0.03541,3360
544.2,0.03529,3412
544.4,0.03456,3360
544.6,0.03514,3424
544.8,0.03422,3466
545,0.03441,3194
545.2,0.03491,3254
545.4,0.0349,3348
545.6,0.03492,3234
545.8,0.03415,3306
546,0.03469,3424
546.2,0.03501,3274
546.4,0.03462,3272
546.6,0.03473,3238
546.8,0.03514,3262
547,0.03528,3190
547.2,0.03477,3020
547.4,0.03433,3248
547.6,0.03483,3136
547.8,0.03455,3202
548,0.03481,3330
548.2,0.03477,3016
548.4,0.03517,3314
548.6,0.03536,3216
548.8,0.0345,3058
549,0.03449,3100
549.2,0.03456,3108
549.4,0.03484,2916
549.6,0.03407,3046
549.8,0.03455,3034
550,0.03476,3104
550.2,0.03474,3050
550.4,0.03506,3280
550.6,0.03466,3100
550.8,0.03453,3066
551,0.03469,3134
551.2,0.03511,3114
551.4,0.03525,2984
551.6,0.03501,3192
551.8,0.03448,2898
552,0.0342,3096
552.2,0.03493,2896
552.4,0.03452,2890
552.6,0.03476,2992
552.8,0.03455,2988
553,0.03487,3128
553.2,0.03495,3040
553.4,0.03503,3098
553.6,0.03476,2988
553.8,0.03494,2974
554,0.03417,2888
554.2,0.03483,3066
554.4,0.03523,2878
554.6,0.03541,2944
554.8,0.03444,2920
555,0.0348,3040
555.2,0.0349,2858
555.4,0.03495,2858
555.6,0.03493,2772
555.8,0.03507,2850
556,0.0346,2706
556.2,0.03453,2826
556.4,0.03434,2876
556.6,0.0345,2904
556.8,0.03444,2668
557,0.03479,2724
557.2,0.03482,2846
557.4,0.03401,2794
557.6,0.03449,2780
557.8,0.03501,2816
558,0.03501,2526
558.2,0.03468,2606
558.4,0.03439,2772
558.6,0.03486,2686
558.8,0.03483,2808
559,0.03467,2628
559.2,0.03466,2678
559.4,0.03459,2676
559.6,0.03428,2658
559.8,0.03487,2818
560,0.03509,2560
560.2,0.03474,2606
560.4,0.03515,2626
560.6,0.03456,2640
560.8,0.03465,2586
561,0.03486,2662
561.2,0.03534,2674
561.4,0.03531,2646
561.6,0.03465,2620
561.8,0.03425,2548
562,0.03473,2662
562.2,0.03458,2696
562.4,0.03456,2446
562.6,0.035,2466
562.8,0.03414,2580
563,0.03423,2680
563.2,0.03442,2580
563.4,0.03488,2460
563.6,0.03484,2490
563.8,0.03465,2546
564,0.03425,2590
564.2,0.03434,2582
564.4,0.03516,2298
564.6,0.03449,2516
564.8,0.03461,2442
565,0.03488,2656
565.2,0.03461,2568
565.4,0.03483,2406
565.6,0.03471,2496
565.8,0.03424,2432
566,0.03474,2368
566.2,0.03482,2442
566.4,0.0349,2364
566.6,0.03447,2414
566.8,0.03452,2470
567,0.03466,2330
567.2,0.03523,2322
567.4,0.03434,2278
567.6,0.03463,2356
567.8,0.0349,2278
568,0.03522,2302
568.2,0.03515,2432
568.4,0.03426,2284
568.6,0.03454,2346
568.8,0.03464,2360
569,0.0352,2368
569.2,0.03527,2308
569.4,0.03394,2264
569.6,0.03451,2270
569.8,0.03501,2188
570,0.03494,2374
570.2,0.0346,2180
570.4,0.03439,2194
570.6,0.03462,2170
570.8,0.03402,2252
571,0.03464,2198
571.2,0.03478,2298
571.4,0.03512,2212
571.6,0.03406,2222
571.8,0.03413,2124
572,0.03506,2256
572.2,0.03511,2266
572.4,0.03488,2130
572.6,0.03416,2236
572.8,0.03452,2164
573,0.0345,2216
573.2,0.03452,2114
573.4,0.03435,2074
573.6,0.03458,2122
573.8,0.03431,2050
574,0.03412,2008
574.2,0.03446,2108
574.4,0.0351,2162
574.6,0.03512,2054
574.8,0.03548,2108
575,0.03478,2142
575.2,0.03416,2070
575.4,0.03484,2178
575.6,0.03478,2042
575.8,0.03466,2060
576,0.03474,2014
576.2,0.03458,2126
576.4,0.03446,1994
576.6,0.03495,2012
576.8,0.03505,2036
577,0.03434,1960
577.2,0.03511,2028
577.4,0.03461,1956
577.6,0.03457,1932
577.8,0.0345,1944
578,0.03495,1914
578.2,0.03441,1880
578.4,0.03462,2126
578.6,0.035,1946
578.8,0.0347,1966
579,0.0347,1952
579.2,0.0344,2026
579.4,0.03448,1972
579.6,0.03451,1872
579.8,0.03436,2018
580,0.03488,1952
580.2,0.03498,1928
580.4,0.03543,1884
580.6,0.03465,1944
580.8,0.03419,1996
581,0.03475,2058
581.2,0.03531,1910
581.4,0.03506,1854
581.6,0.0341,1896
581.8,0.03484,1872
582,0.03481,1848
582.2,0.0342,1832
582.4,0.03472,1818
582.6,0.03482,1754
582.8,0.03483,1730
583,0.03521,1756
583.2,0.03472,1712
583.4,0.03443,1876
583.6,0.03479,1866
583.8,0.03494,1894
584,0.03442,1848
584.2,0.0348,1774
584.4,0.03485,1858
584.6,0.03486,1772
584.8,0.03471,1820
585,0.03514,1806
585.2,0.03457,1732
585.4,0.03464,1760
585.6,0.03481,1772
585.8,0.03506,1716
586,0.03485,1794
586.2,0.03525,1682
586.4,0.03426,1696
586.6,0.03496,1796
586.8,0.03488,1676
587,0.03491,1720
587.2,0.03468,1704
587.4,0.03502,1662
587.6,0.03498,1794
587.8,0.03478,1566
588,0.03492,1570
588.2,0.03487,1636
588.4,0.0349,1660
588.6,0.03458,1720
588.8,0.03452,1712
589,0.03453,1690
589.2,0.03506,1674
589.4,0.03473,1720
589.6,0.03465,1636
589.8,0.03494,1694
590,0.03457,1720
590.2,0.03439,1578
590.4,0.03449,1588
590.6,0.0345,1576
590.8,0.03531,1610
591,0.03487,1576
591.2,0.03489,1512
591.4,0.03404,1654
591.6,0.0341,1596
591.8,0.03506,1432
592,0.03516,1564
592.2,0.03417,1514
592.4,0.03451,1476
592.6,0.03473,1582
592.8,0.03502,1506
593,0.03487,1502
593.2,0.0344,1532
593.4,0.0347,1492
593.6,0.03503,1606
593.8,0.03474,1558
594,0.03469,1518
594.2,0.03509,1482
594.4,0.03485,1458
594.6,0.03472,1544
594.8,0.03489,1428
595,0.03462,1542
595.2,0.03514,1456
595.4,0.03477,1428
595.6,0.03538,1540
595.8,0.03445,1434
596,0.03469,1480
596.2,0.03497,1454
596.4,0.03455,1480
596.6,0.03463,1432
596.8,0.03466,1416
597,0.03495,1456
597.2,0.03464,1458
597.4,0.03443,1424
597.6,0.03437,1352
597.8,0.03472,1336
598,0.03458,1372
598.2,0.03422,1360
598.4,0.03505,1356
598.6,0.03451,1368
598.8,0.03493,1386
599,0.03462,1338
599.2,0.0345,1244
599.4,0.03438,1368
599.6,0.03482,1378
599.8,0.03502,1328
600,0.03407,1294
