SIGNAL2,B,C
390.8,0.03758,5712
391,0.03756,5796
391.2,0.03761,5806
391.4,0.03764,5738
391.6,0.03756,6036
391.8,0.03753,6436
392,0.03747,6524
392.2,0.03751,6418
392.4,0.03759,6854
392.6,0.03779,7100
392.8,0.03759,7200
393,0.03757,7444
393.2,0.03754,7518
393.4,0.03762,7948
393.6,0.03754,7918
393.8,0.03767,8314
394,0.03765,8494
394.2,0.03751,8734
394.4,0.03761,8864
394.6,0.03758,8716
394.8,0.03755,9130
395,0.03753,9440
395.2,0.03754,9406
395.4,0.03769,1.0094E4
395.6,0.03756,1.0056E4
395.8,0.03757,1.0204E4
396,0.03765,1.0314E4
396.2,0.0376,1.004E4
396.4,0.03761,1.053E4
396.6,0.03761,1.0578E4
396.8,0.0378,1.0576E4
397,0.03758,1.0966E4
397.2,0.0375,1.0886E4
397.4,0.03756,1.096E4
397.6,0.03757,1.1E4
397.8,0.03745,1.0864E4
398,0.03747,1.0798E4
398.2,0.03754,1.0904E4
398.4,0.03767,1.0766E4
398.6,0.03771,1.0668E4
398.8,0.03758,1.045E4
399,0.03746,1.03E4
399.2,0.03755,1.0528E4
399.4,0.03768,1.053E4
399.6,0.03757,1.0148E4
399.8,0.03764,1.0328E4
400,0.03766,9720
400.2,0.03758,9504
400.4,0.0375,9440
400.6,0.03759,9452
400.8,0.03771,8978
401,0.03752,9084
401.2,0.03754,8764
401.4,0.03765,8782
401.6,0.03768,8558
401.8,0.03753,8274
402,0.03769,8492
402.2,0.03756,8068
402.4,0.03757,8152
402.6,0.0375,7894
402.8,0.03752,7802
403,0.03751,7768
403.2,0.03757,7888
403.4,0.03746,7604
403.6,0.03753,7516
403.8,0.03769,7606
404,0.03755,7448
404.2,0.0377,7650
404.4,0.03752,7342
404.6,0.03747,7798
404.8,0.03763,7606
405,0.03771,7798
405.2,0.03763,7316
405.4,0.03753,7736
405.6,0.03758,7596
405.8,0.0376,7580
406,0.03759,7696
406.2,0.0375,7612
406.4,0.03751,7702
406.6,0.0376,7554
406.8,0.03759,7782
407,0.03744,7826
407.2,0.03751,8116
407.4,0.03752,7790
407.6,0.03759,7938
407.8,0.03758,8052
408,0.03758,8142
408.2,0.03746,7740
408.4,0.03759,7726
408.6,0.03752,8134
408.8,0.03752,8110
409,0.03763,8112
409.2,0.03752,7896
409.4,0.03765,8044
409.6,0.03753,8184
409.8,0.03757,8176
410,0.03759,8402
410.2,0.03767,8302
410.4,0.03764,8150
410.6,0.03763,8146
410.8,0.03756,8070
411,0.03745,8078
411.2,0.03759,8256
411.4,0.0376,8326
411.6,0.03769,8584
411.8,0.03757,8504
412,0.03752,8572
412.2,0.03764,8416
412.4,0.03749,8146
412.6,0.03744,8440
412.8,0.03761,8478
413,0.03765,8622
413.2,0.03776,8852
413.4,0.03749,8700
413.6,0.03751,8656
413.8,0.03754,8812
414,0.0375,8498
414.2,0.03763,8906
414.4,0.0376,8684
414.6,0.03761,8782
414.8,0.03759,8816
415,0.03753,8754
415.2,0.03752,8754
415.4,0.0377,9028
415.6,0.03767,8756
415.8,0.03763,8838
416,0.03784,9162
416.2,0.03772,8922
416.4,0.03761,9046
416.6,0.03764,9098
416.8,0.0376,8990
417,0.03756,8938
417.2,0.03758,8946
417.4,0.03757,9240
417.6,0.03752,9110
417.8,0.03765,9262
418,0.03761,9144
418.2,0.03749,9312
418.4,0.03762,9270
418.6,0.03763,9166
418.8,0.03749,9560
419,0.03753,9236
419.2,0.03754,9642
419.4,0.03759,9386
419.6,0.03764,9192
419.8,0.0376,9530
420,0.03765,9676
420.2,0.03767,9466
420.4,0.03751,9552
420.6,0.03748,9678
420.8,0.03751,9506
421,0.03763,9388
421.2,0.03746,9548
421.4,0.03749,9568
421.6,0.03768,9516
421.8,0.03754,9716
422,0.03755,9682
422.2,0.03761,9678
422.4,0.03769,9476
422.6,0.03758,9784
422.8,0.03744,9942
423,0.03749,1.023E4
423.2,0.03746,9664
423.4,0.03755,9936
423.6,0.03759,9738
423.8,0.03766,9620
424,0.03752,1.0016E4
424.2,0.03759,9790
424.4,0.03761,9826
424.6,0.03779,10000
424.8,0.03761,9884
425,0.03762,9868
425.2,0.03753,9682
425.4,0.03762,1.0182E4
425.6,0.03762,9830
425.8,0.03766,1.0092E4
426,0.03765,1.028E4
426.2,0.03749,1.0066E4
426.4,0.03752,1.0226E4
426.6,0.03767,1.0058E4
426.8,0.03759,9764
427,0.0376,1.0394E4
427.2,0.03758,1.0154E4
427.4,0.03756,1.0306E4
427.6,0.0376,1.0204E4
427.8,0.03774,1.035E4
428,0.03771,1.047E4
428.2,0.03759,1.0264E4
428.4,0.03765,1.034E4
428.6,0.03763,1.0678E4
428.8,0.03761,1.0414E4
429,0.03759,1.0012E4
429.2,0.0375,1.037E4
429.4,0.03765,1.021E4
429.6,0.03772,1.055E4
429.8,0.03768,1.0656E4
430,0.03757,1.059E4
430.2,0.03762,1.0402E4
430.4,0.03759,1.0318E4
430.6,0.03755,1.0694E4
430.8,0.03756,1.0534E4
431,0.03766,1.0712E4
431.2,0.03768,1.0516E4
431.4,0.03749,1.0658E4
431.6,0.03757,1.0644E4
431.8,0.03782,1.078E4
432,0.03753,1.0558E4
432.2,0.03752,1.0456E4
432.4,0.03755,1.053E4
432.6,0.03765,1.0728E4
432.8,0.03765,1.0576E4
433,0.03771,1.0518E4
433.2,0.03762,1.0456E4
433.4,0.03757,1.0844E4
433.6,0.03751,1.069E4
433.8,0.03758,1.0478E4
434,0.03754,1.0552E4
434.2,0.03763,1.0818E4
434.4,0.03759,1.085E4
434.6,0.03764,1.0838E4
434.8,0.03764,1.1E4
435,0.03753,1.0958E4
435.2,0.03751,1.0768E4
435.4,0.03756,1.0904E4
435.6,0.03764,1.0818E4
435.8,0.03755,1.0808E4
436,0.0377,1.088E4
436.2,0.03768,1.061E4
436.4,0.03758,1.0922E4
436.6,0.0376,1.0842E4
436.8,0.03748,1.0838E4
437,0.03749,1.0746E4
437.2,0.03749,1.0962E4
437.4,0.03744,1.0808E4
437.6,0.03766,1.0928E4
437.8,0.03758,1.112E4
438,0.03743,1.0858E4
438.2,0.03771,1.1086E4
438.4,0.03754,1.0826E4
438.6,0.03755,1.1366E4
438.8,0.03755,1.0766E4
439,0.03754,1.0968E4
439.2,0.0376,1.1104E4
439.4,0.03747,1.0868E4
439.6,0.03761,1.0938E4
439.8,0.03767,1.0954E4
440,0.0376,1.1112E4
440.2,0.03763,1.1086E4
440.4,0.03752,1.1096E4
440.6,0.03762,1.0774E4
440.8,0.03765,1.0984E4
441,0.03758,1.1126E4
441.2,0.03756,1.0586E4
441.4,0.03758,1.1068E4
441.6,0.03758,1.084E4
441.8,0.03756,1.1196E4
442,0.0376,1.11E4
442.2,0.03767,1.1012E4
442.4,0.0375,1.1028E4
442.6,0.0376,1.094E4
442.8,0.03765,1.091E4
443,0.03761,1.1236E4
443.2,0.03754,1.0896E4
443.4,0.03755,1.0988E4
443.6,0.03753,1.098E4
443.8,0.03748,1.0838E4
444,0.03763,1.0838E4
444.2,0.03757,1.0778E4
444.4,0.03749,1.0936E4
444.6,0.0377,1.099E4
444.8,0.03758,1.1002E4
445,0.03757,1.0814E4
445.2,0.03761,1.1116E4
445.4,0.03757,1.099E4
445.6,0.03752,1.0796E4
445.8,0.03751,1.066E4
446,0.03761,1.0772E4
446.2,0.03759,1.0932E4
446.4,0.03757,1.0944E4
446.6,0.03762,1.1134E4
446.8,0.03763,1.1036E4
447,0.03769,1.1278E4
447.2,0.0376,1.128E4
447.4,0.0377,1.0982E4
447.6,0.03779,1.1032E4
447.8,0.03753,1.0774E4
448,0.03752,1.0872E4
448.2,0.03753,1.0824E4
448.4,0.03764,1.0948E4
448.6,0.03765,1.0894E4
448.8,0.03755,1.059E4
449,0.03751,1.0716E4
449.2,0.03752,1.0764E4
449.4,0.03749,1.0966E4
449.6,0.03759,1.057E4
449.8,0.03771,1.0892E4
450,0.03747,1.0814E4
450.2,0.03772,1.0618E4
450.4,0.03768,1.0628E4
450.6,0.03746,1.1008E4
450.8,0.03755,1.091E4
451,0.03756,1.08E4
451.2,0.03763,1.0552E4
451.4,0.03767,1.0578E4
451.6,0.03773,1.1224E4
451.8,0.03762,1.0658E4
452,0.03762,1.056E4
452.2,0.03757,1.0476E4
452.4,0.03769,1.0596E4
452.6,0.03764,1.0994E4
452.8,0.0376,1.0642E4
453,0.03756,1.0568E4
453.2,0.03747,1.0526E4
453.4,0.03752,1.058E4
453.6,0.03763,1.0684E4
453.8,0.03755,1.0696E4
454,0.03751,1.0592E4
454.2,0.03753,1.0482E4
454.4,0.03765,1.055E4
454.6,0.03749,1.0428E4
454.8,0.03757,1.049E4
455,0.03762,1.0714E4
455.2,0.03752,1.0448E4
455.4,0.03761,1.0448E4
455.6,0.03761,1.0564E4
455.8,0.03755,1.0262E4
456,0.03763,1.0556E4
456.2,0.03762,1.05E4
456.4,0.03766,1.0212E4
456.6,0.0375,1.0236E4
456.8,0.03751,1.0156E4
457,0.03768,1.032E4
457.2,0.03764,1.0286E4
457.4,0.0376,1.032E4
457.6,0.03756,1.0164E4
457.8,0.03773,1.022E4
458,0.03768,1.0052E4
458.2,0.03766,1.0448E4
458.4,0.03761,1.0544E4
458.6,0.03758,1.0254E4
458.8,0.03771,1.0374E4
459,0.03768,1.0056E4
459.2,0.03778,1.0338E4
459.4,0.03768,1.0226E4
459.6,0.03763,1.0238E4
459.8,0.03766,1.0184E4
460,0.03768,1.0144E4
460.2,0.03766,1.0182E4
460.4,0.0376,1.0058E4
460.6,0.03756,1.0238E4
460.8,0.03771,9782
461,0.03765,1.0214E4
461.2,0.03759,9904
461.4,0.0377,9880
461.6,0.03766,9864
461.8,0.03765,9916
462,0.03744,9860
462.2,0.03753,9922
462.4,0.03774,1.004E4
462.6,0.03759,9874
462.8,0.03756,9782
463,0.03765,9906
463.2,0.03764,9812
463.4,0.0376,9794
463.6,0.03767,1.0062E4
463.8,0.03767,9726
464,0.03761,1.001E4
464.2,0.03756,9836
464.4,0.03756,9810
464.6,0.03759,9796
464.8,0.03767,9862
465,0.03756,9588
465.2,0.03764,9462
465.4,0.03766,9734
465.6,0.03762,9936
465.8,0.0376,9644
466,0.0376,9738
466.2,0.0377,9662
466.4,0.03763,9538
466.6,0.03754,9746
466.8,0.03759,9676
467,0.03766,9324
467.2,0.03788,9530
467.4,0.03771,9664
467.6,0.03766,9598
467.8,0.03762,9594
468,0.03769,9464
468.2,0.03768,9636
468.4,0.03767,9436
468.6,0.03751,9520
468.8,0.03757,9564
469,0.03773,9336
469.2,0.03761,9266
469.4,0.03762,9812
469.6,0.03762,9180
469.8,0.0377,9438
470,0.03773,9318
470.2,0.03752,9002
470.4,0.03756,9182
470.6,0.03756,9012
470.8,0.03759,9250
471,0.03765,9278
471.2,0.03765,9392
471.4,0.03759,9078
471.6,0.03752,9134
471.8,0.03755,8972
472,0.03757,9228
472.2,0.03758,9344
472.4,0.03752,9068
472.6,0.03752,9270
472.8,0.0375,9018
473,0.03748,9104
473.2,0.03758,9106
473.4,0.03755,9016
473.6,0.03751,8976
473.8,0.03771,9194
474,0.03756,9050
474.2,0.03752,8894
474.4,0.03765,8864
474.6,0.03753,8972
474.8,0.03754,8900
475,0.03764,8716
475.2,0.03758,8728
475.4,0.03753,8840
475.6,0.0375,8904
475.8,0.03752,8800
476,0.03751,8884
476.2,0.03748,8786
476.4,0.0376,8654
476.6,0.03752,8660
476.8,0.03752,8746
477,0.03754,8778
477.2,0.03753,8636
477.4,0.0376,8650
477.6,0.03757,8572
477.8,0.03748,8540
478,0.03746,8582
478.2,0.03746,8490
478.4,0.0376,8532
478.6,0.0375,8386
478.8,0.03768,8568
479,0.03768,8666
479.2,0.03757,8482
479.4,0.03758,8322
479.6,0.03751,8166
479.8,0.03749,8344
480,0.03744,8066
480.2,0.03748,8258
480.4,0.03749,8328
480.6,0.03761,8304
480.8,0.03763,8170
481,0.0377,8144
481.2,0.03748,8250
481.4,0.03751,8254
481.6,0.03765,8112
481.8,0.03752,8366
482,0.0375,8134
482.2,0.03761,7972
482.4,0.03757,8150
482.6,0.03765,7924
482.8,0.03761,7992
483,0.03745,7888
483.2,0.03763,7812
483.4,0.0376,7898
483.6,0.03759,7658
483.8,0.03761,7820
484,0.03762,7862
484.2,0.03774,7968
484.4,0.03755,7816
484.6,0.03745,7780
484.8,0.03755,7704
485,0.03757,7540
485.2,0.03758,7694
485.4,0.03765,7588
485.6,0.03763,7660
485.8,0.03758,7672
486,0.03755,7658
486.2,0.03755,7648
486.4,0.03748,7674
486.6,0.03774,7438
486.8,0.0377,7514
487,0.03757,7470
487.2,0.03763,7504
487.4,0.03765,7718
487.6,0.03757,7366
487.8,0.03754,7276
488,0.03763,7360
488.2,0.03772,7364
488.4,0.03761,7254
488.6,0.03763,7564
488.8,0.03758,7448
489,0.03762,7240
489.2,0.03762,7320
489.4,0.03763,7236
489.6,0.03756,7288
489.8,0.03777,7158
490,0.0377,7032
490.2,0.03751,6988
490.4,0.03753,7168
490.6,0.03759,6912
490.8,0.03755,7028
491,0.03757,7150
491.2,0.03746,7028
491.4,0.03753,7114
491.6,0.03761,6988
491.8,0.03758,6964
492,0.03755,6736
492.2,0.03748,7098
492.4,0.03743,6896
492.6,0.03749,6888
492.8,0.03756,6798
493,0.03759,6786
493.2,0.03762,6648
493.4,0.03746,6990
493.6,0.03748,6654
493.8,0.03763,6648
494,0.03768,6806
494.2,0.0375,6602
494.4,0.03762,6842
494.6,0.03747,6518
494.8,0.03752,6646
495,0.03768,6586
495.2,0.0377,6454
495.4,0.03754,6526
495.6,0.03746,6476
495.8,0.03746,6530
496,0.0375,6348
496.2,0.03751,6538
496.4,0.03764,6450
496.6,0.03758,6232
496.8,0.0375,6264
497,0.03747,6290
497.2,0.03748,6274
497.4,0.0376,6230
497.6,0.03768,6326
497.8,0.03757,6180
498,0.0377,6420
498.2,0.03757,6328
498.4,0.03768,6444
498.6,0.03756,5996
498.8,0.03748,6116
499,0.03753,5978
499.2,0.03756,6154
499.4,0.03763,5988
499.6,0.0376,5908
499.8,0.03757,5958
500,0.03757,6054
500.2,0.0375,6016
500.4,0.03747,5880
500.6,0.0376,6072
500.8,0.03762,6002
501,0.03749,5994
501.2,0.03764,5944
501.4,0.03746,5966
501.6,0.03759,6014
501.8,0.03756,5768
502,0.0376,5706
502.2,0.03765,5888
502.4,0.03774,5934
502.6,0.03756,5584
502.8,0.03759,5710
503,0.0375,5758
503.2,0.03748,5678
503.4,0.03749,5738
503.6,0.03755,5588
503.8,0.03756,5422
504,0.03755,5474
504.2,0.03746,5338
504.4,0.03754,5642
504.6,0.03763,5368
504.8,0.03757,5556
505,0.03758,5568
505.2,0.0377,5560
505.4,0.03751,5392
505.6,0.03755,5344
505.8,0.03751,5546
506,0.03754,5484
506.2,0.03749,5420
506.4,0.03748,5118
506.6,0.03749,5300
506.8,0.03762,5410
507,0.03756,5332
507.2,0.03765,5030
507.4,0.03759,5232
507.6,0.03761,5418
507.8,0.03761,5302
508,0.03751,5128
508.2,0.03755,5120
508.4,0.03756,4992
508.6,0.03746,5026
508.8,0.0375,5018
509,0.03767,5210
509.2,0.03758,5042
509.4,0.03754,5060
509.6,0.03759,4946
509.8,0.03763,4960
510,0.03763,5060
510.2,0.03758,5010
510.4,0.0375,5156
510.6,0.03754,4988
510.8,0.0376,4922
511,0.03767,5092
511.2,0.03766,4996
511.4,0.03767,4864
511.6,0.03765,4834
511.8,0.03758,4802
512,0.03765,5096
512.2,0.03758,4762
512.4,0.03758,4724
512.6,0.03756,4738
512.8,0.03761,4896
513,0.03761,4726
513.2,0.03763,4882
513.4,0.03752,4696
513.6,0.03753,4674
513.8,0.03755,4602
514,0.03768,4734
514.2,0.03754,4612
514.4,0.03761,4660
514.6,0.03767,4426
514.8,0.03759,4608
515,0.03756,4514
515.2,0.03757,4528
515.4,0.0376,4444
515.6,0.0375,4522
515.8,0.03756,4434
516,0.03762,4414
516.2,0.03753,4444
516.4,0.03753,4426
516.6,0.03775,4420
516.8,0.03777,4526
517,0.03772,4376
517.2,0.03764,4220
517.4,0.03759,4398
517.6,0.03764,4290
517.8,0.03758,4332
518,0.03755,4436
518.2,0.03756,4272
518.4,0.03754,4264
518.6,0.03754,4184
518.8,0.03752,4246
519,0.03762,4292
519.2,0.03773,4152
519.4,0.03758,4296
519.6,0.03758,4170
519.8,0.0375,4044
520,0.03763,4076
520.2,0.03763,4008
520.4,0.03761,4098
520.6,0.03775,4192
520.8,0.03773,4000
521,0.03765,4046
521.2,0.03763,4098
521.4,0.03756,4092
521.6,0.03745,4054
521.8,0.03754,3928
522,0.03751,3946
522.2,0.03764,4020
522.4,0.03759,3976
522.6,0.03756,3726
522.8,0.03749,3896
523,0.03754,3752
523.2,0.03767,3712
523.4,0.03753,3768
523.6,0.03759,3746
523.8,0.03763,3850
524,0.03756,3758
524.2,0.03765,3658
524.4,0.03749,3786
524.6,0.03753,3626
524.8,0.03759,3730
525,0.03764,3702
525.2,0.03761,3740
525.4,0.03762,3758
525.6,0.03754,3800
525.8,0.0375,3706
526,0.03759,3554
526.2,0.03765,3626
526.4,0.03769,3664
526.6,0.03764,3794
526.8,0.03758,3712
527,0.03773,3566
527.2,0.03767,3684
527.4,0.03767,3616
527.6,0.03764,3594
527.8,0.03766,3582
528,0.03752,3538
528.2,0.03756,3552
528.4,0.03786,3440
528.6,0.03755,3490
528.8,0.0375,3634
529,0.03758,3518
529.2,0.03764,3544
529.4,0.03766,3434
529.6,0.03767,3472
529.8,0.03762,3546
530,0.03751,3336
530.2,0.03753,3340
530.4,0.03762,3392
530.6,0.03765,3332
530.8,0.03767,3258
531,0.03757,3404
531.2,0.03761,3376
531.4,0.03754,3250
531.6,0.03756,3302
531.8,0.03768,3328
532,0.03768,3270
532.2,0.0377,3252
532.4,0.03753,3424
532.6,0.03753,3244
532.8,0.03757,3230
533,0.0376,3172
533.2,0.03757,3118
533.4,0.03772,3076
533.6,0.03761,3182
533.8,0.03752,3168
534,0.03751,3146
534.2,0.03753,3142
534.4,0.03761,3062
534.6,0.0376,3086
534.8,0.03746,3220
535,0.03758,3148
535.2,0.0376,3052
535.4,0.03758,3128
535.6,0.03754,2990
535.8,0.03754,2928
536,0.03756,2858
536.2,0.03756,3048
536.4,0.03761,2980
536.6,0.03762,2954
536.8,0.03765,3016
537,0.03759,2910
537.2,0.03768,2894
537.4,0.03762,2824
537.6,0.03754,3014
537.8,0.03764,3074
538,0.03759,2870
538.2,0.0376,2956
538.4,0.03759,2954
538.6,0.0376,2792
538.8,0.03768,2806
539,0.03747,2874
539.2,0.03757,2834
539.4,0.03757,2718
539.6,0.03755,2768
539.8,0.03747,2762
540,0.03751,2798
540.2,0.03761,2754
540.4,0.0377,2762
540.6,0.03768,2814
540.8,0.03758,2594
541,0.03748,2824
541.2,0.03765,2806
541.4,0.0376,2678
541.6,0.03762,2812
541.8,0.03757,2658
542,0.03771,2604
542.2,0.03755,2692
542.4,0.03763,2420
542.6,0.03751,2528
542.8,0.03757,2704
543,0.03757,2544
543.2,0.03775,2710
543.4,0.03765,2636
543.6,0.03771,2582
543.8,0.03762,2630
544,0.03758,2520
544.2,0.03765,2558
544.4,0.03765,2486
544.6,0.03769,2526
544.8,0.03754,2648
545,0.03763,2440
545.2,0.03754,2580
545.4,0.03765,2492
545.6,0.03773,2542
545.8,0.03772,2558
546,0.03774,2454
546.2,0.03766,2284
546.4,0.03762,2540
546.6,0.0376,2330
546.8,0.03766,2494
547,0.03762,2430
547.2,0.03746,2384
547.4,0.0375,2344
547.6,0.03765,2552
547.8,0.0376,2344
548,0.03765,2256
548.2,0.03766,2448
548.4,0.03758,2330
548.6,0.03755,2528
548.8,0.03765,2282
549,0.03759,2366
549.2,0.03758,2272
549.4,0.03747,2290
549.6,0.03746,2206
549.8,0.03757,2176
550,0.0377,2326
550.2,0.0375,2254
550.4,0.03754,2194
550.6,0.03768,2394
550.8,0.03758,2220
551,0.03752,2152
551.2,0.03758,2186
551.4,0.03758,2238
551.6,0.0377,2264
551.8,0.03768,2290
552,0.03756,2140
552.2,0.0376,2026
552.4,0.03771,2256
552.6,0.0378,2288
552.8,0.03771,2204
553,0.03759,2176
553.2,0.03752,2084
553.4,0.03764,2326
553.6,0.03766,2250
553.8,0.03766,2120
554,0.0376,2148
554.2,0.03764,2104
554.4,0.03764,2066
554.6,0.03772,2048
554.8,0.03758,2112
555,0.03771,2076
555.2,0.03767,2104
555.4,0.0377,2032
555.6,0.03768,2024
555.8,0.03759,2110
556,0.03767,2090
556.2,0.03775,1950
556.4,0.03765,2076
556.6,0.03755,1956
556.8,0.03766,2062
557,0.03778,2028
557.2,0.03775,2036
557.4,0.03769,1946
557.6,0.03766,2002
557.8,0.03759,1968
558,0.03764,1838
558.2,0.0377,2002
558.4,0.03771,1992
558.6,0.03766,1870
558.8,0.0378,1874
559,0.03758,2034
559.2,0.03767,2054
559.4,0.0378,2022
559.6,0.03771,1914
559.8,0.03766,1880
560,0.03756,1824
560.2,0.03779,1900
560.4,0.03788,1954
560.6,0.03768,1872
560.8,0.03763,1918
561,0.03759,1820
561.2,0.03768,1928
561.4,0.03764,1816
561.6,0.03772,1768
561.8,0.03765,1770
562,0.03764,1822
562.2,0.03773,1814
562.4,0.03768,1796
562.6,0.03775,1750
562.8,0.03768,1828
563,0.03763,1710
563.2,0.0377,1926
563.4,0.03776,1800
563.6,0.03763,1732
563.8,0.03762,1714
564,0.03752,1678
564.2,0.03767,1650
564.4,0.0377,1690
564.6,0.03768,1736
564.8,0.03773,1702
565,0.03764,1874
565.2,0.03752,1876
565.4,0.03754,1652
565.6,0.03757,1688
565.8,0.03752,1680
566,0.03755,1732
566.2,0.03763,1724
566.4,0.03768,1688
566.6,0.03771,1668
566.8,0.03757,1744
567,0.03762,1670
567.2,0.03757,1622
567.4,0.03761,1674
567.6,0.03755,1624
567.8,0.03768,1626
568,0.03777,1654
568.2,0.03768,1598
568.4,0.03762,1670
568.6,0.03754,1668
568.8,0.03766,1604
569,0.03775,1654
569.2,0.03771,1596
569.4,0.03762,1462
569.6,0.03767,1640
569.8,0.03765,1540
570,0.03767,1526
570.2,0.03761,1496
570.4,0.03746,1546
570.6,0.03767,1478
570.8,0.03758,1500
571,0.03764,1558
571.2,0.03754,1512
571.4,0.03764,1462
571.6,0.03773,1566
571.8,0.0376,1502
572,0.03779,1506
572.2,0.03777,1544
572.4,0.03771,1414
572.6,0.03756,1518
572.8,0.03753,1448
573,0.0376,1450
573.2,0.03755,1390
573.4,0.03758,1472
573.6,0.03752,1446
573.8,0.03774,1488
574,0.03756,1450
574.2,0.03775,1426
574.4,0.03763,1476
574.6,0.0376,1494
574.8,0.0375,1432
575,0.03776,1474
575.2,0.03772,1532
575.4,0.0377,1448
575.6,0.03788,1432
575.8,0.03765,1494
576,0.03766,1394
576.2,0.03772,1454
576.4,0.03766,1346
576.6,0.03768,1324
576.8,0.03775,1342
577,0.03759,1368
577.2,0.03769,1354
577.4,0.03769,1348
577.6,0.03767,1366
577.8,0.03755,1306
578,0.03761,1430
578.2,0.03763,1226
578.4,0.03769,1358
578.6,0.03768,1320
578.8,0.03773,1352
579,0.03765,1292
579.2,0.03758,1332
579.4,0.03767,1340
579.6,0.03771,1220
579.8,0.03767,1262
580,0.03779,1318
580.2,0.03766,1344
580.4,0.03762,1314
580.6,0.03768,1204
580.8,0.03772,1288
581,0.03767,1386
581.2,0.03783,1344
581.4,0.03779,1406
581.6,0.03766,1272
581.8,0.03769,1226
582,0.03755,1236
582.2,0.03767,1190
582.4,0.0376,1262
582.6,0.03758,1198
582.8,0.03761,1238
583,0.03767,1244
583.2,0.03763,1140
583.4,0.03764,1226
583.6,0.03759,1206
583.8,0.03765,1232
584,0.03769,1282
584.2,0.03773,1364
584.4,0.03761,1204
584.6,0.03761,1220
584.8,0.03769,1264
585,0.03765,1276
585.2,0.03772,1232
585.4,0.03779,1246
585.6,0.03757,1126
585.8,0.03754,1234
586,0.03763,1116
586.2,0.03768,1150
586.4,0.03767,1150
586.6,0.03764,1220
586.8,0.03761,1152
587,0.03776,1092
587.2,0.03753,1178
587.4,0.03765,1192
587.6,0.03758,1170
587.8,0.03766,1102
588,0.03756,1078
588.2,0.03769,1138
588.4,0.0377,1204
588.6,0.03757,1178
588.8,0.03756,1132
589,0.03759,1046
589.2,0.03764,1172
589.4,0.03758,1148
589.6,0.03761,1116
589.8,0.03754,1092
590,0.03762,1102
590.2,0.0377,1090
590.4,0.03755,1058
590.6,0.03759,1054
590.8,0.03761,1042
591,0.03766,1104
591.2,0.03754,1086
591.4,0.03758,1098
591.6,0.03757,978
591.8,0.03758,1048
592,0.03752,1074
592.2,0.03751,1064
592.4,0.0376,1118
592.6,0.03757,1022
592.8,0.03771,1086
593,0.03754,1110
593.2,0.03769,1032
593.4,0.03771,1090
593.6,0.03761,1062
593.8,0.0376,1048
594,0.03773,974
594.2,0.03779,1082
594.4,0.03771,1060
594.6,0.03763,1094
594.8,0.03761,990
595,0.03762,1098
595.2,0.03779,1002
595.4,0.0376,992
595.6,0.03756,984
595.8,0.03768,1062
596,0.0376,952
596.2,0.03773,1000
596.4,0.03773,1006
596.6,0.03781,1018
596.8,0.03769,1076
597,0.03759,1080
597.2,0.03762,1040
597.4,0.03771,944
597.6,0.03768,1068
